player_id,team_id,league_id,position,role,pitching_ratings_overall_stuff,pitching_ratings_overall_movement,pitching_ratings_overall_hra,pitching_ratings_overall_pbabip,pitching_ratings_overall_control,pitching_ratings_overall_balk,pitching_ratings_overall_hp,pitching_ratings_overall_wild_pitch,pitching_ratings_vsr_stuff,pitching_ratings_vsr_movement,pitching_ratings_vsr_hra,pitching_ratings_vsr_pbabip,pitching_ratings_vsr_control,pitching_ratings_vsr_balk,pitching_ratings_vsr_hp,pitching_ratings_vsr_wild_pitch,pitching_ratings_vsl_stuff,pitching_ratings_vsl_movement,pitching_ratings_vsl_hra,pitching_ratings_vsl_pbabip,pitching_ratings_vsl_control,pitching_ratings_vsl_balk,pitching_ratings_vsl_hp,pitching_ratings_vsl_wild_pitch,pitching_ratings_talent_stuff,pitching_ratings_talent_movement,pitching_ratings_talent_hra,pitching_ratings_talent_pbabip,pitching_ratings_talent_control,pitching_ratings_talent_balk,pitching_ratings_talent_hp,pitching_ratings_talent_wild_pitch,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve,pitching_ratings_pitches_talent_fastball,pitching_ratings_pitches_talent_slider,pitching_ratings_pitches_talent_curveball,pitching_ratings_pitches_talent_screwball,pitching_ratings_pitches_talent_forkball,pitching_ratings_pitches_talent_changeup,pitching_ratings_pitches_talent_sinker,pitching_ratings_pitches_talent_splitter,pitching_ratings_pitches_talent_knuckleball,pitching_ratings_pitches_talent_cutter,pitching_ratings_pitches_talent_circlechange,pitching_ratings_pitches_talent_knucklecurve,pitching_ratings_misc_velocity,pitching_ratings_misc_arm_slot,pitching_ratings_misc_stamina,pitching_ratings_misc_ground_fly,pitching_ratings_misc_hold
1458,64,202,5,0,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,52,20
1459,40,201,3,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,46,20
1460,40,201,3,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,56,20
1461,16,200,7,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,43,20
1462,16,200,8,0,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,38,20
1463,16,200,9,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,36,20
1464,161,205,7,0,20,25,20,35,0,30,15,15,20,25,20,35,20,30,15,15,20,30,20,35,0,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,46,20
1465,52,201,9,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,48,20
1466,16,200,8,0,20,30,30,35,25,30,15,15,20,30,30,35,25,30,15,15,20,30,30,35,25,30,15,15,20,30,30,35,25,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,20,60,20
1467,15,200,1,12,35,50,50,45,55,1,5,5,35,50,50,45,55,1,5,5,35,50,50,45,55,1,5,5,35,50,55,45,55,1,5,5,0,0,40,0,0,40,40,40,0,0,0,0,0,0,40,0,0,40,40,40,0,0,0,0,8,3,50,63,45
1468,98,203,1,12,35,45,45,45,45,1,5,5,35,45,45,45,45,1,5,5,35,45,45,45,45,1,5,5,35,45,45,45,45,1,5,5,40,0,0,0,0,40,40,0,0,40,0,0,40,0,0,0,0,40,40,0,0,40,0,0,9,3,60,48,50
1469,98,203,1,11,45,45,40,45,45,0,11,5,45,45,40,45,45,0,11,5,45,45,45,50,45,0,11,5,45,45,40,45,45,0,11,5,45,40,0,0,0,50,45,50,0,0,0,0,45,40,0,0,0,50,45,50,0,0,0,0,9,2,55,53,75
1470,0,0,1,12,30,45,50,45,45,0,11,5,30,45,50,45,45,0,11,5,30,45,45,45,45,0,11,5,30,45,50,45,45,0,11,5,35,35,0,0,0,40,40,0,0,0,0,0,35,35,0,0,0,40,40,0,0,0,0,0,8,4,55,49,40
1471,35,201,1,12,40,45,40,45,45,2,5,5,40,40,40,45,45,2,5,5,45,45,45,45,45,2,5,5,45,45,40,45,45,2,5,5,45,45,0,0,0,35,45,0,0,0,0,0,45,45,0,0,0,35,45,0,0,0,0,0,9,3,60,49,65
1472,15,200,1,11,45,55,55,50,55,0,4,3,45,55,55,55,55,0,4,3,45,55,55,50,55,0,4,3,45,55,55,50,55,0,4,3,50,0,0,0,0,0,50,40,0,50,0,0,50,0,0,0,0,0,50,40,0,50,0,0,12,4,55,54,50
1473,174,205,1,12,20,35,35,40,30,2,10,3,20,35,35,40,30,2,10,3,20,35,35,40,30,2,10,3,45,45,50,40,35,2,10,3,40,35,0,0,0,30,35,0,0,0,0,0,45,40,0,0,0,50,45,0,0,0,0,0,10,3,65,50,55
1474,174,205,1,13,20,45,40,50,30,1,5,3,20,45,40,55,30,1,5,3,20,40,35,45,30,1,5,3,70,55,65,50,50,1,5,3,0,35,0,0,0,0,35,0,0,0,0,0,0,65,0,0,0,0,65,0,0,0,0,0,12,2,50,59,20
1475,174,205,1,12,35,35,30,40,30,2,3,3,35,35,30,40,30,2,3,3,35,35,30,40,30,2,3,3,45,40,45,40,40,2,5,3,40,40,0,0,0,0,0,0,0,0,0,0,45,50,0,0,0,0,0,0,0,0,0,0,9,3,30,48,40
1476,0,0,1,12,45,45,45,45,20,1,5,3,45,45,50,45,20,1,5,3,45,45,45,45,20,1,5,3,45,45,45,45,20,1,5,3,45,45,0,0,0,0,45,0,0,45,0,0,45,45,0,0,0,0,45,0,0,45,0,0,13,3,35,50,65
1477,15,200,1,12,55,55,60,50,50,2,6,4,60,55,60,55,50,2,6,4,50,50,55,50,50,2,6,4,55,55,60,50,50,2,6,4,65,0,0,0,0,0,0,55,0,0,0,0,65,0,0,0,0,0,0,55,0,0,0,0,15,2,40,60,50
1478,74,202,1,12,50,45,40,50,35,0,5,3,50,45,40,50,35,0,5,3,50,45,40,50,35,0,5,3,50,45,40,50,35,0,5,3,50,50,60,0,0,0,0,0,0,50,0,0,50,50,60,0,0,0,0,0,0,55,0,0,11,4,30,44,65
1479,0,0,1,12,35,45,45,45,35,0,12,5,35,45,45,45,35,0,12,5,35,45,45,45,35,0,12,5,35,45,45,45,35,0,12,5,40,0,35,0,0,0,0,0,0,35,0,0,40,0,35,0,0,0,0,0,0,35,0,0,9,4,45,45,65
1480,15,200,2,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,46,20
1481,35,201,2,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,35,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,37,20
1482,15,200,3,0,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,49,20
1483,15,200,4,0,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,36,20
1484,15,200,5,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,20,40,20
1485,15,200,6,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,49,20
1486,35,201,4,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,42,20
1487,174,205,4,0,20,30,25,35,0,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,0,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,56,20
1488,35,201,3,0,20,35,30,40,25,30,15,15,20,35,30,40,25,30,15,15,20,35,30,40,25,30,15,15,20,35,30,40,25,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,39,20
1489,35,201,7,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,42,20
1490,0,0,8,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,35,35,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,58,20
1491,174,205,9,0,20,30,20,40,20,30,15,15,20,30,20,40,20,30,15,15,20,30,20,40,20,30,15,15,20,35,30,40,25,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,44,20
1492,174,205,9,0,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,45,20
1493,15,200,7,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,20,45,20
1494,98,203,1,12,45,45,45,45,20,2,10,5,45,45,50,45,20,2,10,5,45,45,45,45,20,2,10,5,45,45,45,45,20,2,10,5,45,45,0,0,0,0,0,0,0,50,0,0,45,45,0,0,0,0,0,0,0,50,0,0,10,3,35,50,55
1495,69,202,1,11,40,45,45,45,35,0,12,5,40,45,45,45,35,0,12,5,40,45,45,45,35,0,12,5,40,45,45,45,35,0,12,5,45,0,40,0,0,35,45,0,0,0,0,0,45,0,40,0,0,35,45,0,0,0,0,0,10,3,65,47,50
1496,32,201,1,13,45,45,45,50,45,0,9,6,50,50,45,50,45,0,9,6,45,45,40,45,45,0,9,6,45,45,45,50,45,0,9,6,50,50,0,0,0,0,50,0,0,0,0,0,50,50,0,0,0,0,50,0,0,0,0,0,12,3,50,46,30
1497,162,205,1,11,20,35,35,40,30,2,5,5,20,35,35,40,30,2,5,5,20,40,35,40,30,2,5,5,45,45,50,40,45,2,5,5,35,35,0,0,0,30,0,0,0,0,0,0,45,45,0,0,0,60,0,0,0,0,0,0,7,2,65,54,60
1498,103,203,1,11,45,45,45,45,35,0,10,5,45,45,45,45,35,0,10,5,45,50,50,50,35,0,10,5,45,45,50,45,35,0,10,5,45,50,0,0,0,0,50,0,0,0,0,0,45,50,0,0,0,0,50,0,0,0,0,0,9,3,55,50,70
1499,13,200,1,11,45,50,50,50,55,1,6,5,45,50,50,50,55,1,6,5,45,50,50,50,55,1,6,5,45,50,50,50,55,1,6,5,45,45,50,0,0,50,40,50,0,0,0,0,45,45,50,0,0,50,40,50,0,0,0,0,10,4,65,54,50
1500,69,202,1,11,45,45,45,45,30,2,5,4,45,50,50,45,30,2,5,4,40,45,45,45,30,2,5,4,45,45,45,45,30,2,5,4,50,50,0,0,0,40,45,0,0,0,0,0,50,50,0,0,0,40,45,0,0,0,0,0,13,3,50,48,25
1501,13,200,1,12,50,55,55,50,55,0,6,4,50,55,55,50,55,0,6,4,50,55,55,50,55,0,6,4,50,55,55,50,55,0,6,4,50,0,0,0,0,60,0,0,0,0,0,0,50,0,0,0,0,65,0,0,0,0,0,0,12,3,45,54,50
1502,124,204,1,13,40,40,35,40,30,0,5,5,40,40,35,45,30,0,5,5,40,40,35,40,30,0,5,5,55,45,55,40,40,0,5,5,40,40,0,0,0,0,0,0,0,40,0,0,45,55,0,0,0,0,0,0,0,55,0,0,9,3,30,54,30
1503,13,200,1,11,45,50,55,50,50,1,5,5,45,55,55,50,50,1,5,5,45,50,50,50,50,1,5,5,45,50,55,50,50,1,5,5,50,50,0,0,0,45,50,0,0,0,0,0,50,50,0,0,0,45,50,0,0,0,0,0,11,4,55,54,45
1504,32,201,1,12,50,50,50,45,40,0,5,3,50,45,50,45,40,0,5,3,50,50,50,50,40,0,5,3,50,50,50,45,40,0,5,3,50,50,60,0,0,0,0,40,0,0,0,0,50,50,60,0,0,0,0,40,0,0,0,0,11,3,45,46,65
1505,13,200,1,12,55,50,50,55,50,0,5,4,55,50,50,55,50,0,5,4,55,50,50,50,50,0,5,4,55,50,50,55,50,0,5,4,60,0,0,0,0,50,60,0,0,45,0,0,60,0,0,0,0,50,60,0,0,45,0,0,16,3,25,48,60
1506,69,202,1,11,45,40,30,45,45,1,12,3,45,40,30,45,45,1,12,3,45,40,30,45,45,1,12,3,45,40,30,45,45,1,12,3,50,0,0,0,0,40,45,50,0,0,0,0,50,0,0,0,0,40,45,50,0,0,0,0,11,3,65,50,25
1507,0,0,1,12,30,45,45,40,30,1,5,3,30,45,45,40,30,1,5,3,35,45,45,45,30,1,5,3,30,45,45,40,30,1,5,3,35,0,0,0,0,0,40,0,0,35,0,0,35,0,0,0,0,0,40,0,0,35,0,0,8,3,45,48,75
1508,69,202,2,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,55,20
1509,32,201,2,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,38,20
1510,13,200,3,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,56,20
1511,103,203,4,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,50,20
1512,13,200,5,0,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,37,20
1513,32,201,6,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,43,20
1514,32,201,3,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,48,20
1515,13,200,8,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,46,20
1516,162,205,6,0,20,30,20,35,0,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,0,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,42,20
1517,69,202,3,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,58,20
1518,0,0,8,0,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,35,35,35,25,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,51,20
1519,86,202,9,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,43,20
1520,69,202,9,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,60,20
1521,162,205,8,0,20,30,20,35,0,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,0,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,36,20
1522,13,200,9,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,20,37,20
1523,28,200,1,11,55,60,60,55,55,0,5,3,60,60,60,60,55,0,5,3,50,55,60,50,55,0,5,3,55,60,60,55,55,0,5,3,65,65,0,0,0,60,60,0,0,0,0,0,65,65,0,0,0,60,60,0,0,0,0,0,15,2,65,64,55
1524,28,200,1,12,50,50,55,50,55,2,4,5,50,50,55,50,55,2,4,5,45,50,50,50,55,2,4,5,50,50,55,50,55,2,4,5,50,0,50,0,0,0,50,0,0,0,0,0,50,0,55,0,0,0,50,0,0,0,0,0,12,3,65,56,30
1525,140,204,1,11,35,45,50,45,45,0,11,3,35,45,50,45,45,0,11,3,35,45,50,45,45,0,11,3,35,45,50,45,45,0,11,3,35,40,40,0,0,40,40,0,0,0,0,0,35,40,40,0,0,40,40,0,0,0,0,0,9,4,50,48,35
1526,120,203,1,12,35,45,45,45,45,1,5,3,35,45,45,45,45,1,5,3,35,45,45,45,45,1,5,3,35,45,45,45,45,1,5,3,0,40,0,0,0,40,0,35,0,40,0,0,0,40,0,0,0,40,0,40,0,40,0,0,9,3,60,50,80
1527,28,200,1,11,55,60,60,55,55,0,5,1,55,60,60,60,55,0,5,1,55,55,60,55,55,0,5,1,55,60,60,55,55,0,5,1,60,0,0,0,0,0,60,60,0,55,0,0,60,0,0,0,0,0,60,60,0,55,0,0,15,3,60,63,60
1528,28,200,1,12,60,45,40,55,45,2,7,2,55,45,40,55,45,2,7,2,60,45,45,55,45,2,7,2,60,50,45,55,45,2,7,2,65,0,75,0,0,60,0,0,0,0,0,0,65,0,75,0,0,65,0,0,0,0,0,0,16,4,65,45,35
1529,28,200,1,11,45,50,50,50,55,0,4,5,45,50,50,50,55,0,4,5,45,50,50,50,55,0,4,5,45,50,50,50,55,0,4,5,45,0,50,0,0,55,50,40,0,0,0,0,45,0,55,0,0,55,50,40,0,0,0,0,9,3,65,56,55
1530,28,200,1,12,55,50,50,55,55,0,4,5,60,55,55,60,55,0,4,5,50,50,45,50,50,0,4,5,55,50,50,55,55,0,4,5,75,65,0,0,0,0,0,0,0,0,0,0,75,65,0,0,0,0,0,0,0,0,0,0,17,2,30,53,35
1531,81,202,1,11,20,35,30,45,30,2,5,5,20,35,30,45,30,2,5,5,20,35,30,40,30,2,5,5,50,45,50,45,50,2,5,5,40,35,0,0,0,0,35,30,0,0,0,0,50,55,0,0,0,0,50,55,0,0,0,0,11,3,45,51,50
1532,0,0,1,11,50,45,40,50,40,0,8,2,50,45,40,50,40,0,8,2,50,45,40,50,40,0,8,2,50,45,40,50,40,0,8,2,0,55,55,0,0,50,0,55,0,65,0,0,0,60,55,0,0,55,0,55,0,65,0,0,14,3,60,48,30
1533,68,202,1,13,20,35,30,40,30,0,6,4,20,35,30,40,30,0,6,4,20,35,30,40,30,0,6,4,45,45,50,40,50,0,6,4,35,0,30,0,0,0,0,0,0,0,0,0,45,0,60,0,0,0,0,0,0,0,0,0,9,3,35,52,65
1534,42,201,1,12,50,45,45,50,50,0,5,3,50,45,45,50,50,0,5,3,45,45,40,45,50,0,5,3,50,45,45,50,50,0,5,3,45,0,0,0,0,0,50,0,0,55,0,0,45,0,0,0,0,0,50,0,0,55,0,0,12,3,35,53,55
1535,167,205,1,12,20,40,35,40,30,2,5,4,20,35,35,40,30,2,5,4,20,40,35,40,30,2,5,4,40,45,55,40,45,2,5,4,35,30,0,0,0,0,35,0,0,30,0,0,40,40,0,0,0,0,45,0,0,45,0,0,6,3,30,52,50
1536,140,204,2,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,40,20
1537,0,0,2,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,38,20
1538,28,200,3,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,36,20
1539,42,201,3,0,20,35,35,35,20,30,15,15,20,35,35,35,20,30,15,15,20,35,35,35,20,30,15,15,20,35,35,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,40,20
1540,28,200,5,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,45,20
1541,80,202,5,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,38,20
1542,80,202,9,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,58,20
1543,80,202,5,0,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,44,20
1544,167,205,4,0,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,35,35,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,47,20
1545,167,205,7,0,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,35,35,35,25,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,50,20
1546,120,203,7,0,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,20,35,30,40,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,20,37,20
1547,167,205,9,0,20,30,20,35,0,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,0,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,50,20
1548,167,205,8,0,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,35,35,35,25,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,20,59,20
1549,60,201,9,0,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,55,20
1550,28,200,1,12,50,50,45,50,50,2,5,4,55,50,45,55,50,2,5,4,50,45,45,50,50,2,5,4,50,50,45,50,50,2,5,4,55,45,0,0,0,0,50,0,0,0,0,0,55,45,0,0,0,0,50,0,0,0,0,0,12,3,25,44,30
1551,67,202,1,12,35,40,35,40,35,2,11,3,35,40,35,40,35,2,11,3,35,40,35,40,35,2,11,3,35,40,35,40,35,2,11,3,40,0,40,0,0,40,40,0,0,40,0,0,40,0,40,0,0,40,40,0,0,40,0,0,8,3,70,51,60
1552,25,200,1,12,50,50,45,50,50,1,6,3,55,50,45,55,50,1,6,3,50,50,45,50,50,1,6,3,55,50,45,50,50,1,6,3,55,55,50,0,0,50,50,0,0,55,0,0,60,55,50,0,0,50,50,0,0,55,0,0,15,3,65,47,55
1553,25,200,1,11,45,55,60,50,55,1,4,3,45,55,60,50,55,1,4,3,45,55,60,50,55,1,4,3,45,55,60,50,55,1,4,3,55,0,55,0,0,40,50,0,0,0,0,0,55,0,55,0,0,40,50,0,0,0,0,0,13,3,60,62,50
1554,67,202,1,11,45,45,50,45,40,1,5,4,45,45,50,45,40,1,5,4,45,50,50,45,40,1,5,4,45,45,50,45,40,0,5,4,45,45,45,0,0,35,0,45,0,0,0,45,45,45,45,0,0,35,0,45,0,0,0,45,11,3,65,44,75
