player_id,team_id,league_id,position,role,bats,batting_ratings_overall_contact,batting_ratings_overall_gap,batting_ratings_overall_eye,batting_ratings_overall_strikeouts,batting_ratings_overall_hp,batting_ratings_overall_power,batting_ratings_overall_babip,batting_ratings_vsr_contact,batting_ratings_vsr_gap,batting_ratings_vsr_eye,batting_ratings_vsr_strikeouts,batting_ratings_vsr_hp,batting_ratings_vsr_power,batting_ratings_vsr_babip,batting_ratings_vsl_contact,batting_ratings_vsl_gap,batting_ratings_vsl_eye,batting_ratings_vsl_strikeouts,batting_ratings_vsl_hp,batting_ratings_vsl_power,batting_ratings_vsl_babip,batting_ratings_talent_contact,batting_ratings_talent_gap,batting_ratings_talent_eye,batting_ratings_talent_strikeouts,batting_ratings_talent_hp,batting_ratings_talent_power,batting_ratings_talent_babip,batting_ratings_misc_bunt,batting_ratings_misc_bunt_for_hit,batting_ratings_misc_gb_hitter_type,batting_ratings_misc_fb_hitter_type,running_ratings_speed,running_ratings_stealing_rate,running_ratings_stealing,running_ratings_baserunning
934,0,0,1,12,2,45,35,40,45,3,30,50,45,35,40,45,3,30,50,45,35,40,45,3,30,45,45,35,40,45,3,30,50,65,20,0,0,25,20,20,20
935,67,202,1,12,1,40,35,35,45,3,30,45,40,35,35,45,3,30,45,45,40,35,45,3,30,45,40,35,35,45,3,30,45,40,25,0,0,25,30,30,25
936,67,202,1,12,1,45,40,35,45,2,30,45,45,40,35,45,2,30,45,40,35,35,40,2,30,45,45,40,35,45,2,30,45,55,25,2,0,20,20,20,25
937,0,0,1,11,2,40,35,50,45,2,30,45,45,35,50,45,2,30,45,40,35,45,40,2,30,45,40,35,50,45,2,30,45,40,25,0,2,20,25,20,35
938,0,0,1,12,2,40,35,40,45,2,25,45,45,35,40,45,2,30,45,40,35,40,40,2,25,45,40,35,40,45,2,25,45,45,25,0,2,25,30,30,30
939,67,202,1,12,1,45,35,45,45,3,20,45,40,35,45,40,3,20,45,45,35,50,45,3,20,45,45,35,45,45,3,20,45,45,25,0,2,25,25,25,25
940,67,202,1,12,1,40,35,45,40,2,35,35,35,35,45,40,2,35,35,40,35,50,40,2,35,35,40,35,50,40,2,35,35,35,25,0,2,20,25,20,30
941,66,202,1,11,2,40,35,40,40,1,20,40,40,35,40,45,1,25,40,40,35,35,40,1,20,40,40,35,40,40,1,20,40,70,25,0,0,30,25,20,20
942,20,200,1,12,1,40,35,35,40,3,35,40,40,35,35,40,3,35,40,40,35,35,40,3,35,45,40,35,35,40,3,35,40,60,25,0,1,25,20,20,20
943,20,200,1,11,1,40,35,35,40,3,30,35,40,35,35,40,3,30,35,40,35,35,40,3,35,35,40,35,35,40,3,30,35,55,25,2,2,25,20,20,25
944,66,202,1,11,1,40,35,40,40,3,30,40,40,35,40,40,3,30,40,40,35,40,40,3,30,40,40,35,40,40,3,30,40,55,20,1,1,25,20,25,25
945,20,200,1,11,1,35,35,35,40,3,35,35,35,35,35,40,3,35,35,35,35,35,40,3,35,35,35,35,35,40,3,35,35,75,25,0,2,30,50,65,65
946,46,201,1,12,2,35,35,40,40,2,30,35,35,35,40,40,2,30,35,35,35,40,40,2,30,35,35,35,40,40,2,30,35,45,20,2,0,30,40,45,35
947,20,200,1,13,1,40,35,35,45,1,30,45,40,35,35,40,1,30,45,40,35,40,45,1,30,45,40,35,40,45,1,30,45,45,20,0,0,25,20,20,20
948,66,202,1,12,1,40,35,35,45,1,25,40,40,35,35,40,1,25,40,40,35,35,45,1,25,40,40,35,35,45,1,25,40,40,25,1,1,25,25,20,30
949,20,200,1,12,2,40,35,40,40,1,30,35,40,35,40,40,1,30,40,40,35,40,40,1,30,35,40,35,40,40,1,30,35,60,25,2,2,25,25,20,25
950,20,200,1,12,3,40,35,35,40,1,25,45,40,35,40,45,1,25,45,40,35,35,40,1,25,40,40,35,35,40,1,25,45,65,25,0,1,30,25,20,20
951,46,201,1,12,1,35,35,35,35,2,30,30,35,35,35,35,2,25,30,35,35,35,40,2,30,30,35,35,35,35,2,30,30,45,20,0,1,25,25,25,20
952,20,200,1,12,2,40,35,35,40,3,30,35,40,35,35,40,3,30,35,35,30,35,40,3,25,35,40,35,35,40,3,30,35,50,25,1,0,25,25,20,20
953,0,0,1,12,2,40,35,40,40,3,30,40,40,35,40,40,3,30,40,40,35,35,40,3,30,35,40,35,40,40,3,30,40,25,20,1,1,20,25,20,20
954,163,205,2,0,2,35,35,30,40,14,30,35,35,35,35,40,14,30,35,35,35,30,35,14,30,35,55,50,45,60,14,45,50,50,20,2,0,30,30,25,30
955,20,200,2,0,1,50,55,50,50,9,50,50,50,55,50,50,9,50,50,55,55,50,55,9,55,50,50,55,50,50,9,50,50,35,25,3,0,30,35,35,45
956,163,205,3,0,2,35,35,35,40,2,35,35,35,35,35,40,2,35,35,35,35,35,35,2,35,35,60,45,45,65,2,50,50,25,20,1,0,20,25,20,25
957,20,200,4,0,1,70,60,50,60,5,55,70,65,60,50,55,5,55,70,70,60,55,65,5,55,70,70,60,50,60,5,55,70,35,25,0,1,55,45,40,35
958,60,201,7,0,1,50,45,50,55,4,40,50,50,45,50,50,4,40,50,55,45,50,55,4,40,50,50,45,50,55,4,40,50,50,20,0,1,30,35,40,50
959,20,200,5,0,2,65,50,60,70,4,50,55,65,50,65,75,4,50,55,55,50,55,60,4,45,50,65,50,60,70,4,50,55,25,25,3,0,30,35,35,40
960,46,201,5,0,1,55,45,50,55,8,30,55,55,45,45,55,8,30,50,60,45,50,60,8,30,55,55,45,50,55,8,30,55,50,25,1,2,35,30,40,40
961,20,200,3,0,1,45,60,80,35,11,75,55,45,60,80,35,11,75,55,45,65,80,35,11,80,55,45,60,80,35,11,75,55,50,25,0,1,30,25,25,25
962,163,205,7,0,1,30,30,30,35,10,25,25,30,30,30,35,10,25,25,30,30,30,35,10,25,25,40,40,45,60,10,35,35,65,25,0,2,55,45,45,45
963,20,200,7,0,1,60,55,50,60,8,60,60,60,55,50,60,8,55,60,65,60,55,65,8,65,60,60,55,50,60,8,60,60,45,25,2,2,55,65,80,80
964,163,205,9,0,1,35,30,35,35,3,25,30,35,30,35,35,3,25,30,35,30,35,40,3,25,35,50,40,50,55,3,30,45,55,25,1,0,45,30,25,25
965,46,201,7,0,1,55,45,45,55,3,50,50,55,45,45,55,3,50,50,55,45,45,60,3,50,50,55,45,45,55,3,50,50,40,20,0,0,30,25,20,20
966,20,200,8,0,2,40,45,45,45,5,40,40,45,45,45,45,5,40,45,40,45,45,40,5,40,40,40,45,45,45,5,40,45,55,50,0,1,60,55,50,55
967,46,201,8,0,2,45,45,40,50,5,30,45,45,45,40,55,5,30,45,45,40,40,50,5,30,40,45,45,40,50,5,30,45,55,55,0,1,65,50,45,50
968,66,202,7,0,1,45,40,45,50,5,35,40,40,40,40,50,5,35,40,45,40,45,55,5,40,40,45,40,45,50,5,35,40,55,25,0,0,25,30,35,25
969,66,202,8,0,3,40,40,50,55,4,35,35,45,40,50,55,4,35,35,40,40,45,50,4,35,35,40,40,50,55,4,35,35,80,25,2,0,50,55,55,50
970,66,202,3,0,1,40,45,50,45,3,45,35,40,45,50,45,3,40,35,40,45,55,50,3,45,35,40,45,50,45,3,45,35,55,25,0,1,50,50,50,55
971,66,202,2,0,1,40,40,40,50,3,35,25,40,40,40,50,3,35,25,40,40,40,55,3,35,25,40,40,40,50,3,35,25,50,25,0,0,25,20,20,20
972,66,202,9,0,2,50,40,40,60,3,30,45,50,40,40,60,3,30,45,45,40,40,55,3,30,40,50,40,40,60,3,30,45,40,25,1,1,30,25,25,20
973,66,202,5,0,1,45,40,40,50,14,20,40,45,40,40,50,14,20,40,45,40,40,55,14,20,40,45,40,40,50,14,20,40,50,35,1,2,30,40,40,45
974,66,202,8,0,1,35,40,45,50,1,20,20,35,40,45,50,1,20,20,35,40,50,55,1,20,20,35,40,45,50,1,20,20,70,70,0,0,70,80,75,85
975,0,0,1,12,1,40,35,35,45,1,30,45,40,35,35,40,1,30,45,45,35,35,45,1,30,45,40,35,35,45,1,30,45,60,25,1,2,25,20,20,20
976,66,202,1,12,1,40,35,35,40,3,30,40,40,35,35,40,3,30,40,40,35,35,40,3,30,40,40,35,35,40,3,30,40,70,20,0,0,25,20,25,20
977,163,205,1,12,1,35,35,45,35,2,30,30,35,35,40,35,2,30,30,35,35,45,40,2,30,30,35,35,45,35,2,30,30,30,25,1,0,25,25,20,20
978,102,203,1,12,1,40,35,35,40,2,30,40,40,35,35,40,2,30,40,40,35,35,40,2,30,40,40,35,35,40,2,30,40,75,25,0,2,20,20,20,25
979,102,203,1,12,1,40,35,40,40,3,30,40,40,35,40,40,3,30,40,40,35,40,45,3,35,45,40,35,40,45,3,30,45,45,25,0,2,25,25,20,30
980,0,0,1,12,1,40,35,50,45,1,30,45,40,35,45,40,1,25,45,45,35,50,45,1,30,45,40,35,50,45,1,30,45,60,20,1,2,20,20,20,20
981,0,0,1,12,2,45,40,40,45,3,20,45,45,40,40,45,3,20,45,40,35,35,40,3,20,45,45,40,40,45,3,20,45,55,20,2,1,20,20,20,20
982,130,204,1,12,2,40,35,35,45,2,25,45,45,35,35,45,2,25,45,40,35,35,40,2,25,45,40,35,35,45,2,25,45,35,25,0,1,25,20,20,20
983,66,202,1,12,1,40,35,40,40,3,25,35,35,35,35,40,3,25,35,40,35,40,45,3,25,35,40,35,40,40,3,25,35,70,25,2,1,25,20,20,20
984,0,0,1,12,1,30,35,40,30,3,30,25,30,35,40,30,3,30,25,30,35,40,35,3,30,25,30,35,40,30,3,30,25,70,25,1,1,25,25,20,20
985,66,202,1,12,1,35,30,35,40,3,30,35,35,30,35,40,3,30,35,35,30,35,40,3,30,35,35,30,35,40,3,30,35,30,25,0,2,25,25,20,30
986,0,0,1,12,1,40,35,40,40,1,30,40,40,35,40,40,1,30,40,40,35,40,40,1,30,40,40,35,40,40,1,30,40,60,25,0,1,20,20,20,20
987,0,0,1,12,1,40,35,35,45,2,35,45,40,35,35,40,2,35,45,45,35,40,45,2,35,45,40,35,35,45,2,35,45,30,20,0,2,25,20,20,30
988,23,200,1,11,1,25,35,35,30,1,30,20,25,35,35,30,1,30,20,25,35,35,30,1,30,20,25,35,35,30,1,30,20,40,25,0,0,20,25,20,20
989,23,200,1,13,2,40,35,40,40,2,30,40,40,35,40,40,2,30,40,35,30,35,35,2,30,35,40,35,40,40,2,30,40,45,25,0,2,25,25,20,30
990,56,201,1,12,3,35,35,35,35,1,30,30,35,35,35,40,1,30,30,35,30,35,35,1,25,30,35,35,35,35,1,30,30,70,25,0,2,25,20,20,20
991,153,205,1,11,1,35,30,30,30,2,20,30,30,30,30,30,2,20,30,35,30,30,35,2,20,30,40,35,35,40,2,25,40,45,25,1,1,20,20,20,25
992,126,204,1,11,1,40,35,40,45,3,20,45,40,35,40,40,3,20,45,45,35,40,45,3,20,45,40,35,40,45,3,20,45,40,25,0,2,25,20,20,20
993,68,202,1,11,3,40,35,35,45,1,35,45,40,35,35,45,1,35,45,40,35,35,40,1,35,40,40,35,35,45,1,35,45,40,20,0,0,20,20,20,20
994,23,200,1,13,2,30,30,35,35,1,20,25,30,30,40,35,1,20,25,30,30,35,30,1,20,25,30,30,35,35,1,20,25,35,25,2,1,25,20,20,20
995,92,203,1,12,1,30,35,35,35,1,25,30,30,35,35,35,1,25,30,35,35,35,35,1,30,30,35,35,35,35,1,25,30,60,20,0,2,25,20,20,25
996,92,203,1,12,2,45,35,40,45,3,25,45,45,35,40,45,3,25,45,40,35,45,40,3,25,45,45,35,40,45,3,25,45,50,25,2,2,35,30,40,25
997,68,202,1,12,1,35,35,40,40,2,30,30,35,35,40,40,2,30,30,35,35,40,40,2,30,30,35,35,40,40,2,30,30,75,25,0,0,30,20,20,20
998,153,205,1,13,1,35,30,35,35,2,30,35,35,30,35,35,2,30,30,35,30,35,35,2,30,35,40,35,45,40,2,35,40,60,25,0,0,40,25,25,20
999,0,0,1,12,1,35,35,40,40,1,25,35,35,35,40,40,1,25,35,35,35,40,40,1,25,35,35,35,40,40,1,25,35,60,20,1,0,25,25,20,20
1000,23,200,1,12,3,40,35,40,40,2,30,35,40,40,40,40,2,30,35,35,35,35,40,2,30,35,40,35,40,40,2,30,35,55,25,0,0,20,20,20,20
1001,56,201,2,0,3,40,40,55,40,6,45,45,40,40,55,40,6,45,45,40,45,55,40,6,45,45,40,40,55,40,6,45,45,55,20,0,0,25,40,40,45
1002,23,200,2,0,1,45,45,40,45,7,45,45,45,45,40,45,7,45,45,45,45,40,50,7,45,45,45,45,40,45,7,45,45,50,20,0,1,20,45,65,50
1003,68,202,3,0,2,45,40,50,55,3,30,40,45,40,50,55,3,35,40,40,35,45,45,3,30,40,45,40,50,55,3,30,40,55,20,0,0,25,30,30,25
1004,0,0,4,0,1,45,40,40,55,4,35,40,45,40,40,55,4,35,40,50,40,45,60,4,35,40,45,40,40,55,4,35,40,50,25,0,0,35,40,55,40
1005,68,202,3,0,1,45,40,50,55,1,25,40,45,40,50,50,1,25,40,45,40,50,55,1,25,40,45,40,50,55,1,25,40,40,40,0,0,40,45,60,45
1006,23,200,6,0,1,45,65,50,45,1,55,50,45,65,50,45,1,50,50,50,70,55,50,1,55,50,45,65,50,45,1,55,50,35,25,2,1,55,60,65,60
1007,23,200,5,0,1,45,50,65,45,3,55,50,45,50,60,45,3,55,50,50,55,75,50,3,65,50,45,50,65,45,3,55,50,30,25,0,2,30,25,20,20
1008,56,201,4,0,2,50,40,45,50,13,30,50,50,40,45,50,13,30,50,45,40,45,50,13,30,45,50,40,45,50,13,30,50,55,20,2,2,30,20,20,20
1009,56,201,7,0,3,45,45,45,45,6,45,45,45,45,45,45,6,45,45,45,45,45,45,6,50,45,45,45,45,45,6,45,45,40,25,0,0,35,55,65,60
1010,23,200,3,0,2,70,55,50,60,2,55,70,70,55,50,60,2,55,75,65,50,45,50,2,50,70,70,55,50,60,2,55,70,45,25,0,0,60,45,40,35
1011,23,200,9,0,2,55,50,50,55,7,55,55,55,50,55,55,7,55,55,50,50,50,50,7,50,50,55,50,50,55,7,55,55,45,20,2,2,30,45,60,50
1012,56,201,7,0,2,65,55,45,70,4,20,55,65,55,45,70,4,20,55,60,55,40,65,4,20,50,65,55,45,70,4,20,55,70,70,1,0,65,65,80,65
1013,56,201,7,0,3,45,40,55,45,5,45,45,45,40,55,45,5,45,45,40,40,55,45,5,45,45,45,40,55,45,5,45,45,55,20,0,0,30,25,20,20
1014,0,0,6,0,1,35,40,40,55,11,20,20,35,40,40,55,11,20,20,35,40,40,55,11,20,20,35,40,40,55,11,20,20,55,35,0,1,35,45,55,50
1015,68,202,4,0,1,40,40,55,50,5,35,35,40,40,55,50,5,35,35,40,40,60,50,5,35,35,40,40,55,50,5,35,35,35,25,1,2,30,25,20,20
1016,0,0,5,0,1,40,40,45,50,7,30,30,40,40,45,50,7,30,30,40,40,45,55,7,35,30,40,40,45,50,7,30,30,50,25,0,1,35,30,30,35
1017,68,202,2,0,1,35,40,50,45,10,20,20,35,40,50,45,10,20,20,35,40,50,50,10,20,20,35,40,50,45,10,20,20,45,30,0,2,25,25,20,20
1018,68,202,4,0,2,45,40,50,50,7,20,40,45,40,50,50,7,20,40,45,40,45,50,7,20,40,45,40,50,50,7,20,40,50,35,0,0,30,40,50,40
1019,90,202,3,0,2,40,35,45,50,2,25,30,40,35,45,50,2,25,30,35,35,45,45,2,25,30,40,35,45,50,2,25,30,50,30,0,0,25,25,20,20
1020,68,202,3,0,3,45,40,40,55,4,35,40,45,40,40,55,4,30,40,50,45,45,65,4,35,40,45,40,40,55,4,35,40,45,25,0,0,30,25,20,20
1021,68,202,8,0,2,45,40,45,45,3,35,50,45,40,45,45,3,35,50,45,40,40,45,3,30,45,45,40,45,45,3,35,50,50,20,0,2,45,55,65,50
1022,68,202,1,12,1,40,35,40,40,2,20,40,40,35,40,40,2,20,40,40,35,40,45,2,20,40,40,35,40,40,2,20,40,75,20,1,0,20,20,20,20
1023,92,203,1,12,1,30,35,35,35,2,30,25,30,35,35,35,2,30,25,30,35,35,35,2,30,30,30,35,35,35,2,30,25,45,25,2,2,25,25,20,30
1024,126,204,1,12,2,40,35,40,40,2,30,35,40,35,40,40,2,30,35,35,35,40,40,2,30,35,40,35,40,40,2,30,35,45,20,1,0,25,20,20,20
1025,68,202,1,12,1,35,35,35,40,2,25,35,35,35,35,40,2,25,35,35,35,35,40,2,25,35,35,35,35,40,2,25,35,80,25,0,1,20,25,20,20
1026,68,202,1,12,3,40,35,40,40,3,30,35,40,35,40,40,3,30,35,35,35,40,40,3,30,35,40,35,40,40,3,30,35,75,25,2,2,30,25,20,20
1027,68,202,1,12,2,30,35,40,35,1,25,25,30,35,40,35,1,30,25,30,30,35,35,1,25,25,30,35,40,35,1,30,25,35,20,0,1,25,25,20,20
1028,92,203,1,12,1,40,35,45,40,1,25,40,40,35,45,40,1,25,40,40,35,45,45,1,25,40,40,35,45,40,1,25,40,75,25,0,0,25,25,30,20
1029,68,202,1,12,1,45,35,35,45,1,30,45,45,35,35,45,1,30,45,45,35,35,45,1,30,45,45,35,35,45,1,30,45,75,25,0,2,20,20,20,20
1030,0,0,1,12,1,40,35,35,45,2,25,40,40,35,35,40,2,25,40,40,35,35,45,2,30,40,40,35,35,45,2,25,40,65,20,0,2,20,20,20,20
1031,0,0,1,12,1,35,35,35,40,3,35,30,35,35,35,40,3,35,30,35,35,35,40,3,35,30,35,35,35,40,3,35,30,35,25,2,2,30,20,20,20
1032,68,202,1,12,2,30,35,40,35,1,30,25,30,35,40,35,1,30,25,30,35,40,35,1,25,25,30,35,40,35,1,30,25,55,25,1,0,20,25,20,20
1033,0,0,1,12,1,40,35,40,45,2,25,45,40,35,40,40,2,25,45,45,35,40,45,2,25,45,40,35,40,45,2,25,45,60,25,1,0,20,25,20,30
1034,0,0,1,12,3,40,35,40,40,1,25,40,40,35,40,40,1,25,40,40,35,40,45,1,25,40,40,35,40,40,1,25,40,55,25,1,2,25,30,40,35
1035,30,200,1,11,1,40,35,40,40,1,20,35,35,35,40,40,1,20,35,40,35,40,40,1,20,35,40,35,40,40,1,20,35,40,25,0,0,20,25,20,25
1036,86,202,1,12,1,35,35,35,40,1,20,30,35,35,35,35,1,20,30,35,35,35,40,1,20,30,35,35,35,40,1,20,30,75,20,0,0,20,25,20,25
1037,86,202,1,11,1,45,35,40,45,3,25,45,45,35,40,45,3,25,45,45,35,40,45,3,25,45,45,35,40,45,3,25,45,80,25,0,1,25,20,20,25
1038,30,200,1,12,2,40,35,35,45,2,30,40,40,35,35,45,2,30,45,40,35,35,40,2,30,40,40,35,35,45,2,30,40,50,20,2,2,20,25,20,30
1039,30,200,1,11,2,35,35,35,35,3,30,30,35,35,35,40,3,30,30,35,35,35,35,3,30,30,35,35,35,40,3,30,30,60,25,0,0,20,25,30,30
1040,30,200,1,11,3,35,35,40,40,1,35,30,35,35,40,35,1,35,30,35,35,40,40,1,35,30,35,35,40,40,1,35,30,40,25,0,2,25,25,20,30
1041,30,200,1,11,1,40,35,40,40,2,25,40,40,35,40,40,2,20,40,40,35,40,45,2,25,40,40,35,40,40,2,25,40,40,25,0,2,25,25,20,35
1042,86,202,1,12,2,35,35,45,40,1,30,35,35,35,45,40,1,30,35,35,35,45,35,1,30,30,35,35,45,40,1,30,35,50,25,2,0,30,25,20,20
1043,170,205,1,13,1,30,30,30,30,2,25,30,30,30,30,30,2,25,30,30,30,30,30,2,25,30,40,40,35,40,2,35,40,65,25,0,1,35,25,20,20
1044,30,200,1,12,1,45,35,35,45,3,30,45,45,35,35,45,3,30,45,45,35,35,45,3,30,45,45,35,35,45,3,30,45,30,20,0,1,25,20,20,20
1045,86,202,1,12,1,45,35,40,45,3,30,45,45,35,40,45,3,30,45,45,35,40,45,3,30,45,45,35,40,45,3,30,45,50,25,0,0,20,25,20,20
1046,170,205,1,12,1,35,30,30,35,2,20,35,35,30,30,35,2,20,35,35,30,30,35,2,20,35,45,35,40,45,2,25,45,25,25,0,2,20,20,20,20
1047,30,200,1,13,1,45,35,45,45,1,25,50,45,35,45,45,1,25,45,45,35,45,45,1,25,50,45,35,45,45,1,25,50,40,20,1,1,25,25,20,40
1048,170,205,3,0,1,35,30,30,35,3,30,35,35,30,30,35,3,30,35,35,30,30,35,3,30,35,50,45,40,50,3,50,50,40,20,0,1,35,30,25,40
1049,37,201,2,0,2,40,50,45,30,13,55,55,40,50,45,30,13,60,55,40,45,45,30,13,50,50,40,50,45,30,13,55,55,40,20,2,2,30,25,20,20
1050,75,202,3,0,1,30,30,30,30,10,30,30,30,30,30,30,10,30,30,30,30,30,30,10,30,30,50,45,55,45,10,55,55,45,25,2,0,25,25,35,20
1051,107,203,4,0,1,40,40,55,45,5,30,40,40,40,55,45,5,30,40,45,40,55,45,5,30,40,40,40,55,45,5,30,40,50,25,0,0,30,30,40,30
1052,30,200,3,0,1,55,50,50,60,5,50,50,55,50,50,55,5,50,50,55,50,50,60,5,55,50,55,50,50,60,5,50,50,35,20,0,2,30,30,25,20
1053,37,201,6,0,1,45,45,45,45,14,50,45,45,45,45,45,14,50,45,45,45,45,45,14,50,45,45,45,45,45,14,50,45,35,25,0,0,60,70,65,70
1054,86,202,6,0,1,45,45,45,45,5,35,45,45,45,45,45,5,35,45,45,45,45,45,5,35,45,45,45,45,45,5,35,45,50,20,2,0,25,40,40,40
1055,30,200,5,0,1,50,55,50,50,7,60,50,50,55,50,50,7,55,50,50,55,55,50,7,60,50,50,55,55,50,7,60,50,30,25,2,1,35,30,20,25
1056,86,202,9,0,2,45,45,50,45,3,35,50,50,45,50,50,3,35,50,45,40,45,45,3,35,45,45,45,50,45,3,35,50,50,25,0,0,25,40,45,40
1057,30,200,3,0,3,55,65,65,55,14,55,55,60,65,70,60,14,55,55,50,60,55,50,14,50,50,55,65,65,55,14,55,55,30,25,0,0,60,80,90,85
1058,30,200,9,0,2,50,55,55,45,2,55,50,50,55,55,45,2,55,55,45,55,50,45,2,50,50,50,55,55,45,2,55,50,30,20,2,2,35,35,40,40
1059,30,200,7,0,2,55,50,45,65,14,50,50,60,50,45,65,14,50,50,55,50,45,60,14,50,50,60,50,45,65,14,50,50,35,20,0,0,35,45,60,50
1060,30,200,7,0,3,65,75,65,75,5,35,55,70,75,65,75,5,35,60,65,70,60,70,5,35,55,65,75,65,75,5,35,55,45,25,1,1,75,70,65,70
1061,0,0,7,0,1,40,40,45,55,14,35,30,40,40,45,55,14,35,30,40,40,45,55,14,35,30,40,40,45,55,14,35,30,50,25,0,0,45,40,50,35
1062,86,202,4,0,1,45,40,40,55,3,30,40,45,40,40,50,3,30,40,45,40,45,55,3,30,40,45,40,40,55,3,30,40,50,20,3,0,30,25,25,30
1063,0,0,5,0,3,40,40,45,50,5,35,30,40,40,45,55,5,35,30,35,40,40,50,5,35,25,40,40,45,50,5,35,30,70,20,1,0,35,30,30,30
1064,86,202,4,0,1,45,35,45,50,6,35,45,45,35,40,50,6,35,45,50,35,45,55,6,35,45,45,35,45,50,6,35,45,50,20,0,2,35,35,45,35
1065,86,202,8,0,3,45,40,40,55,2,35,40,45,45,40,55,2,35,40,45,40,40,50,2,35,40,45,40,40,55,1,35,40,50,20,2,0,35,50,55,55
1066,0,0,4,0,1,35,25,40,50,7,35,20,35,25,40,50,7,35,20,35,25,45,50,7,35,20,35,25,40,50,7,35,20,70,20,2,0,40,50,55,55
1067,86,202,7,0,2,40,40,45,55,5,30,35,40,40,50,55,5,30,35,40,40,45,50,5,30,35,40,40,45,55,5,30,35,50,20,2,2,25,35,35,45
1068,86,202,7,0,3,45,40,50,55,1,30,40,45,40,50,50,1,30,40,50,40,50,60,1,35,45,45,40,50,55,1,30,45,50,20,0,0,25,30,35,30
1069,0,0,1,12,2,45,35,35,45,3,30,45,45,35,35,45,3,30,45,40,35,35,40,3,30,45,45,35,35,45,3,30,45,75,25,1,1,25,20,20,20
1070,148,204,1,12,1,45,35,40,45,2,25,45,45,35,40,45,2,25,45,45,35,40,45,2,25,45,45,35,40,45,2,25,45,75,25,0,2,25,20,20,20
1071,0,0,1,12,2,40,35,40,40,3,30,40,40,35,40,40,3,30,40,35,35,35,40,3,25,35,40,35,40,40,3,30,40,35,25,1,0,25,20,20,25
1072,0,0,1,12,1,35,35,35,40,3,25,30,35,35,35,40,3,25,30,35,40,40,40,3,25,30,35,35,35,40,3,25,30,30,25,1,1,25,25,20,30
1073,0,0,1,12,1,40,35,35,45,3,35,45,40,35,35,45,3,35,45,45,35,35,45,3,35,45,40,35,35,45,3,35,45,35,20,0,0,25,25,20,30
1074,0,0,1,12,1,35,35,45,40,2,35,35,35,35,45,40,2,35,35,35,35,45,40,2,35,35,35,35,45,40,2,35,35,50,20,0,2,25,25,25,20
1075,86,202,1,13,3,35,35,35,40,3,20,35,35,35,35,40,3,20,35,35,35,40,40,3,20,35,35,35,35,40,3,20,35,45,25,0,2,25,20,20,20
1076,86,202,1,12,1,40,35,40,40,2,25,40,40,35,40,40,2,25,40,40,35,40,40,2,25,40,40,35,40,40,2,25,40,40,20,0,2,25,25,20,25
1077,0,0,1,12,2,45,40,40,45,1,30,45,45,40,40,45,1,30,45,40,35,40,40,1,30,45,45,40,40,45,1,30,45,40,25,0,0,25,30,30,35
1078,0,0,1,12,1,40,35,40,45,1,25,45,40,35,40,45,1,25,45,45,35,40,45,1,25,45,45,35,40,45,1,25,45,45,20,1,1,30,20,20,20
1079,0,0,1,12,2,35,35,40,40,3,20,30,35,35,40,40,3,25,30,35,35,35,35,3,20,30,35,35,40,40,3,20,30,70,25,0,2,25,25,20,20
1080,0,0,1,12,2,40,35,40,40,2,20,45,40,35,40,45,2,20,45,40,35,35,40,2,20,40,40,35,40,40,2,20,45,70,20,1,2,25,25,30,20
1081,0,0,1,12,1,25,35,40,30,1,30,20,25,35,40,30,1,30,20,25,35,40,30,1,30,20,25,35,40,30,1,30,20,65,25,0,1,25,25,25,20
1082,36,201,1,11,2,45,40,35,45,3,25,45,45,40,35,45,3,25,45,45,35,35,45,3,25,45,45,40,35,45,3,25,45,60,20,1,0,25,20,20,20
1083,18,200,1,11,1,40,40,35,45,2,30,45,40,40,35,40,2,30,45,45,40,40,45,2,30,45,40,40,35,45,2,30,45,45,25,0,0,25,25,20,30
1084,0,0,1,12,2,35,35,40,35,3,30,30,35,35,40,40,3,30,30,30,30,40,35,3,30,25,35,35,40,35,3,30,30,60,25,2,2,20,25,20,25
1085,0,0,1,12,1,35,35,40,40,3,30,35,35,35,40,40,3,30,35,40,35,40,40,3,30,35,35,35,40,40,3,30,35,55,25,0,2,25,25,20,25
1086,85,202,1,11,2,40,35,40,40,2,30,40,40,35,40,40,2,30,40,40,35,40,40,2,30,35,40,35,40,40,2,30,40,70,25,0,1,30,20,20,20
1087,18,200,1,12,2,40,30,35,40,3,30,40,40,30,40,45,3,30,40,40,30,35,40,3,30,40,40,30,35,40,3,30,40,50,20,0,0,25,20,20,20
1088,18,200,1,13,1,45,35,40,45,3,20,45,45,35,40,45,3,20,45,45,35,40,45,3,25,45,45,35,40,45,3,20,45,35,20,0,2,25,30,20,30
1089,18,200,1,12,1,40,35,35,40,1,25,40,40,35,35,40,1,25,40,40,35,35,40,1,25,40,40,35,35,40,1,25,40,55,25,1,0,20,20,20,20
1090,85,202,1,12,3,40,40,45,40,1,35,40,40,35,45,40,1,35,40,40,40,45,45,1,35,40,40,40,45,40,1,35,40,50,25,0,2,25,25,20,25
1091,169,205,1,13,2,35,30,30,35,2,30,35,35,30,30,35,2,30,35,35,30,30,30,2,25,35,40,40,40,45,2,35,45,70,25,1,2,30,25,20,25
1092,169,205,1,11,2,30,30,30,30,1,20,30,30,30,30,30,1,20,30,30,30,30,30,1,20,30,40,35,40,40,1,30,35,50,25,0,2,30,25,20,30
