game_id,type,line,text
10533,2,37,"Batting: LHB <a href=\"../players/player_73.html\">Ford Smallwood</a>"
10533,3,38,"0-0:  <b>SOLO HOME RUN</b>  (Flyball, 9LD, EV 91.3 MPH), Distance : 333 ft"
10533,2,39,"Batting: RHB <a href=\"../players/player_1484.html\">Tommy Justice</a>"
10533,3,40,"0-0: Called Strike"
10533,3,41,"0-1: Swinging Strike"
10533,3,42,"0-2: Ball"
10533,3,43,"1-2: Foul Ball, location: 23F"
10533,3,44,"1-2: Strikes out swinging"
10533,4,45,"Bottom of the 1st over - 1 run, 1 hit, 0 errors, 0 left on base; Vancouver 0 - Windsor 1"
10533,1,46,"Top of the 2nd - Vancouver Dawgs batting - Pitching for Windsor Bootlegers : RHP <a href=\"../players/player_2621.html\">Doug Lungren</a>"
10533,2,47,"Batting: LHB <a href=\"../players/player_166.html\">William Vargas</a>"
10533,3,48,"0-0: Ball"
10533,3,49,"1-0: Called Strike"
10533,3,50,"1-1: Swinging Strike"
10533,3,51,"1-2: Ball"
10533,3,52,"2-2: Ground out U3 (Groundball, 3, EV 79.4 MPH)"
10533,2,53,"Batting: RHB <a href=\"../players/player_2685.html\">Prince Mullins</a>"
10533,3,54,"0-0: Ball"
10533,3,55,"1-0: Swinging Strike"
10533,3,56,"1-1: Called Strike"
10533,3,57,"1-2: Strikes out swinging"
10533,2,58,"Batting: RHB <a href=\"../players/player_1851.html\">Bill Connel</a>"
10533,3,59,"0-0: Called Strike"
10533,3,60,"0-1:  Fly out, F9  (Flyball, 9D, EV 105.6 MPH)"
10533,4,61,"Top of the 2nd over - 0 runs, 0 hits, 0 errors, 0 left on base; Vancouver 0 - Windsor 1"
10533,1,62,"Bottom of the 2nd - Windsor Bootlegers batting - Pitching for Vancouver Dawgs : RHP <a href=\"../players/player_148.html\">Norman Dacus</a>"
10533,2,63,"Batting: SHB <a href=\"../players/player_1480.html\">Cary Paradis</a>"
10533,3,64,"0-0: Called Strike"
10533,3,65,"0-1: Ground out 4-3 (Groundball, 4, EV 78.8 MPH)"
10533,2,66,"Batting: RHB <a href=\"../players/player_1485.html\">Edgar Valdez</a>"
10533,3,67,"0-0: Ball"
10533,3,68,"1-0:  <b>SOLO HOME RUN</b>  (Flyball, 89XD, EV 100.6 MPH), Distance : 407 ft"
10533,2,69,"Batting: LHB <a href=\"../players/player_2639.html\">Chris Meluskey</a>"
10533,3,70,"0-0: Ball"
10533,3,71,"1-0:  Fly out, F6  (Popup, 4MS, EV 70.0 MPH)"
10533,2,72,"Batting: RHB <a href=\"../players/player_3114.html\">Tom Mills</a>"
10533,3,73,"0-0: Foul Ball, location: 2F"
10533,3,74,"0-1: Ball"
10533,3,75,"1-1:  Fly out, F5  (Popup, 6S, EV 78.8 MPH)"
10533,4,76,"Bottom of the 2nd over - 1 run, 1 hit, 0 errors, 0 left on base; Vancouver 0 - Windsor 2"
10533,1,77,"Top of the 3rd - Vancouver Dawgs batting - Pitching for Windsor Bootlegers : RHP <a href=\"../players/player_2621.html\">Doug Lungren</a>"
10533,2,78,"Batting: RHB <a href=\"../players/player_2689.html\">Mike Miller</a>"
10533,3,79,"0-0: Ball"
10533,3,80,"1-0: Called Strike"
10533,3,81,"1-1: Foul Ball, location: 9LSF"
10533,3,82,"1-2: Foul Ball, location: 5F"
10533,3,83,"1-2: Ball"
10533,3,84,"2-2: Foul Ball, location: 2LF"
10533,3,85,"2-2:  Fly out, F5  (Popup, 5SF, EV 82.5 MPH)"
10533,2,86,"Batting: RHB <a href=\"../players/player_161.html\">Alex Meza</a>"
10533,3,87,"0-0: Ball"
10533,3,88,"1-0: Ball"
10533,3,89,"2-0: <b>SINGLE</b>  (Line Drive, 7LS, EV 90.6 MPH)"
10533,2,90,"Batting: RHB <a href=\"../players/player_148.html\">Norman Dacus</a>"
10533,3,91,"0-0: Called Strike"
10533,3,92,"0-1: Swinging Strike"
10533,3,93,"0-2: Ball"
10533,3,94,"1-2: Strikes out swinging"
10533,2,95,"Batting: LHB <a href=\"../players/player_1854.html\">John Rogler</a>"
10533,3,96,"0-0: Swinging Strike"
10533,3,97,"0-1: Called Strike"
10533,3,98,"0-2: Ball"
10533,3,99,"1-2: Foul Ball, location: 2F"
10533,3,100,"1-2: Foul Ball, location: 2F"
10533,3,101,"1-2: Fielders Choice at 2nd, 6-4 (Groundball, 6, EV 81.3 MPH)"
10533,4,102,"Top of the 3rd over - 0 runs, 1 hit, 0 errors, 1 left on base; Vancouver 0 - Windsor 2"
10533,1,103,"Bottom of the 3rd - Windsor Bootlegers batting - Pitching for Vancouver Dawgs : RHP <a href=\"../players/player_148.html\">Norman Dacus</a>"
10533,2,104,"Batting: RHB <a href=\"../players/player_2621.html\">Doug Lungren</a>"
10533,3,105,"0-0: Ball"
10533,3,106,"1-0: Ball"
10533,3,107,"2-0: Ball"
10533,3,108,"3-0: Called Strike"
10533,3,109,"3-1: Called Strike"
10533,3,110,"3-2: <b>SINGLE</b>  (Line Drive, 34D, EV 103.8 MPH)"
10533,2,111,"Batting: LHB <a href=\"../players/player_1493.html\">Mark Rogers</a>"
10533,3,112,"0-0: Ball"
10533,3,113,"1-0: Foul Ball, location: 7LDF"
10533,3,114,"1-1: Ball"
10533,3,115,"2-1: Swinging Strike"
10533,3,116,"2-2: Foul Ball, location: 7LDF"
10533,3,117,"2-2: Ball"
10533,3,118,"3-2: Base on Balls"
10533,3,119,"<a href=\"../players/player_2621.html\">Doug Lungren</a> to second"
10533,2,120,"Batting: LHB <a href=\"../players/player_1483.html\">Tom Naumann</a>"
10533,3,121,"0-0: Ball"
10533,3,122,"1-0: Ball"
10533,3,123,"2-0: Ball"
10533,3,124,"3-0: Base on Balls"
10533,3,125,"<a href=\"../players/player_2621.html\">Doug Lungren</a> to third"
10533,3,126,"<a href=\"../players/player_1493.html\">Mark Rogers</a> to second"
10533,2,127,"Pitching: RHP <a href=\"../players/player_2671.html\">Mike Redinger</a>"
10533,2,128,"Batting: LHB <a href=\"../players/player_73.html\">Ford Smallwood</a>"
10533,3,129,"0-0: Called Strike"
10533,3,130,"0-1: Fielders Choice at 2nd, 4-6 (Groundball, 4MD, EV 83.1 MPH)"
10533,3,131,"<b><a href=\"../players/player_2621.html\">Doug Lungren</a> scores</b>"
10533,3,132,"<a href=\"../players/player_1493.html\">Mark Rogers</a> to third"
10533,2,133,"Batting: RHB <a href=\"../players/player_1484.html\">Tommy Justice</a>"
10533,3,134,"0-0: Swinging Strike"
10533,3,135,"0-1: Swinging Strike"
10533,3,136,"0-2: Ball"
10533,3,137,"1-2: Foul Ball, location: 7LMF"
10533,3,138,"1-2: Strikes out swinging"
10533,2,139,"Batting: SHB <a href=\"../players/player_1480.html\">Cary Paradis</a>"
10533,3,140,"0-0: Called Strike"
10533,3,141,"0-1: Ball"
10533,3,142,"1-1: Ground out U3 (Groundball, 3, EV 67.5 MPH)"
10533,4,143,"Bottom of the 3rd over - 1 run, 1 hit, 0 errors, 2 left on base; Vancouver 0 - Windsor 3"
10533,1,144,"Top of the 4th - Vancouver Dawgs batting - Pitching for Windsor Bootlegers : RHP <a href=\"../players/player_2621.html\">Doug Lungren</a>"
10533,2,145,"Batting: RHB <a href=\"../players/player_159.html\">Dennis Pokorny</a>"
10533,3,146,"0-0: Called Strike"
10533,3,147,"0-1: Foul Ball, location: 2F"
10533,3,148,"0-2: Ball"
10533,3,149,"1-2: Strikes out swinging"
10533,2,150,"Batting: LHB <a href=\"../players/player_2695.html\">Luis Chavez</a>"
10533,3,151,"0-0: <b>SINGLE</b>  (Line Drive, 4D, EV 97.5 MPH)"
10533,2,152,"Batting: LHB <a href=\"../players/player_166.html\">William Vargas</a>"
10533,3,153,"0-0: Foul Ball, location: 2F"
10533,3,154,"0-1: Ball"
10533,3,155,"1-1: Foul Ball, location: 5FF"
10533,3,156,"1-2: Fielders Choice at 2nd, 4-6 (Groundball, 34D, EV 106.3 MPH)"
10533,2,157,"Batting: RHB <a href=\"../players/player_2685.html\">Prince Mullins</a>"
10533,3,158,"0-0: Swinging Strike"
10533,3,159,"0-1: Ball"
10533,3,160,"1-1: Foul Ball, location: 9LMF"
10533,3,161,"1-2: Strikes out swinging"
10533,4,162,"Top of the 4th over - 0 runs, 1 hit, 0 errors, 1 left on base; Vancouver 0 - Windsor 3"
10533,1,163,"Bottom of the 4th - Windsor Bootlegers batting - Pitching for Vancouver Dawgs : RHP <a href=\"../players/player_2671.html\">Mike Redinger</a>"
10533,2,164,"Pitching: RHP <a href=\"../players/player_3874.html\">Adrian Vega</a>"
10533,2,165,"Batting: RHB <a href=\"../players/player_1485.html\">Edgar Valdez</a>"
10533,3,166,"0-0: Swinging Strike"
10533,3,167,"0-1: Called Strike"
10533,3,168,"0-2: Foul Ball, location: 25FF"
10533,3,169,"0-2: Foul Ball, location: 2F"
10533,3,170,"0-2: Foul Ball, location: 3F"
10533,3,171,"0-2: Ball"
10533,3,172,"1-2: Foul Ball, location: 5F"
10533,3,173,"1-2:  Fly out, F3  (Popup, 34S, EV 70.0 MPH)"
10533,2,174,"Batting: LHB <a href=\"../players/player_2639.html\">Chris Meluskey</a>"
10533,3,175,"0-0: Ball"
10533,3,176,"1-0: <b>SINGLE</b>  (Line Drive, 89S, EV 88.1 MPH)"
10533,2,177,"Batting: RHB <a href=\"../players/player_3114.html\">Tom Mills</a>"
10533,3,178,"0-0: Ball"
10533,3,179,"1-0: Foul Ball, location: 2F"
10533,3,180,"1-1: Grounds into double play, 5-4-3 (Groundball, 5, EV 101.9 MPH)"
10533,4,181,"Bottom of the 4th over - 0 runs, 1 hit, 0 errors, 0 left on base; Vancouver 0 - Windsor 3"
10533,1,182,"Top of the 5th - Vancouver Dawgs batting - Pitching for Windsor Bootlegers : RHP <a href=\"../players/player_2621.html\">Doug Lungren</a>"
10533,2,183,"Now at C: <a href=\"../players/player_62.html\">Quinn Priest</a>"
10533,2,184,"Now at 1B: <a href=\"../players/player_63.html\">Justin Zoch</a>"
10533,2,185,"Now at 2B: <a href=\"../players/player_2635.html\">Jerry Bachleitner</a>"
10533,2,186,"Now in LF: <a href=\"../players/player_72.html\">Mark Battle</a>"
10533,2,187,"Batting: RHB <a href=\"../players/player_1851.html\">Bill Connel</a>"
10533,3,188,"0-0: Called Strike"
10533,3,189,"0-1: Ball"
10533,3,190,"1-1: Ball"
10533,3,191,"2-1: Ball"
10533,3,192,"3-1: Ground out 5-3 (Groundball, 56, EV 86.3 MPH)"
10533,2,193,"Batting: RHB <a href=\"../players/player_2689.html\">Mike Miller</a>"
10533,3,194,"0-0: Called Strike"
10533,3,195,"0-1: Foul Ball, location: 3SF"
10533,3,196,"0-2: Reached on error, E6 (Groundball, 6, EV 82.5 MPH)"
10533,2,197,"Batting: RHB <a href=\"../players/player_161.html\">Alex Meza</a>"
10533,3,198,"0-0: Called Strike"
10533,3,199,"0-1: Ball"
10533,3,200,"1-1: Called Strike"
10533,3,201,"1-2: Foul Ball, location: 23F"
10533,3,202,"1-2: Ball"
10533,3,203,"2-2: Foul Ball, location: 2F"
10533,3,204,"2-2: Foul Ball, location: 3SF"
10533,3,205,"2-2: Grounds into double play, 4-6-3 (Groundball, 4S, EV 83.8 MPH)"
10533,4,206,"Top of the 5th over - 0 runs, 0 hits, 1 error, 0 left on base; Vancouver 0 - Windsor 3"
10533,1,207,"Bottom of the 5th - Windsor Bootlegers batting - Pitching for Vancouver Dawgs : RHP <a href=\"../players/player_3874.html\">Adrian Vega</a>"
10533,2,208,"Now at C: <a href=\"../players/player_156.html\">Jonathan Evans</a>"
10533,2,209,"Now at 1B: <a href=\"../players/player_1855.html\">Justin Stewart</a>"
10533,2,210,"Now at 2B: <a href=\"../players/player_1850.html\">Yuuchi Okuno</a>"
10533,2,211,"Now at 3B: <a href=\"../players/player_3898.html\">Ezbon Rockwell</a>"
10533,2,212,"Now at SS: <a href=\"../players/player_1849.html\">Victor Guzman</a>"
10533,2,213,"Now in LF: <a href=\"../players/player_164.html\">Willie Valdez</a>"
10533,2,214,"Now in CF: <a href=\"../players/player_2694.html\">Eric Pascoe</a>"
10533,2,215,"Now in RF: <a href=\"../players/player_163.html\">Eli Rodriguez</a>"
10533,2,216,"Pinch Hitting: LHB <a href=\"../players/player_1482.html\">Tom Hines</a>"
10533,3,217,"0-0: Ball"
10533,3,218,"1-0: Called Strike"
10533,3,219,"1-1: Ground out 3-1 (Groundball, 13, EV 80.6 MPH)"
10533,2,220,"Batting: LHB <a href=\"../players/player_63.html\">Justin Zoch</a>"
10533,3,221,"0-0: Called Strike"
10533,3,222,"0-1: Ball"
10533,3,223,"1-1: Ball"
10533,3,224,"2-1: Foul Ball, location: 2F"
10533,3,225,"2-2: Ground out 3-1 (Groundball, 34, EV 81.3 MPH)"
10533,2,226,"Batting: LHB <a href=\"../players/player_72.html\">Mark Battle</a>"
10533,3,227,"0-0: Called Strike"
10533,3,228,"0-1: Ball"
10533,3,229,"1-1: Foul Ball, location: 25F"
10533,3,230,"1-2: Foul Ball, location: 3F"
10533,3,231,"1-2: <b>SINGLE</b>  (Line Drive, 9S, EV 104.4 MPH)"
10533,2,232,"Batting: RHB <a href=\"../players/player_2635.html\">Jerry Bachleitner</a>"
10533,3,233,"0-0: Ball"
10533,3,234,"1-0: Called Strike"
10533,3,235,"1-1: Foul Ball, location: 2F"
10533,3,236,"1-2: Ball"
10533,3,237,"2-2: Strikes out looking"
10533,4,238,"Bottom of the 5th over - 0 runs, 1 hit, 0 errors, 1 left on base; Vancouver 0 - Windsor 3"
10533,1,239,"Top of the 6th - Vancouver Dawgs batting - Pitching for Windsor Bootlegers : RHP <a href=\"../players/player_2621.html\">Doug Lungren</a>"
10533,2,240,"Pitching: RHP <a href=\"../players/player_54.html\">Rafael Cordova</a>"
10533,2,241,"Pinch Hitting: RHB <a href=\"../players/player_1847.html\">Rob Necessary</a>"
10533,3,242,"0-0: Ball"
10533,3,243,"1-0: Foul Ball, location: 25FF"
10533,3,244,"1-1: Called Strike"
10533,3,245,"1-2: Foul Ball, location: 5F"
10533,3,246,"1-2:  Fly out, F8  (Flyball, 8RXD, EV 90.6 MPH)"
10533,2,247,"Batting: RHB <a href=\"../players/player_163.html\">Eli Rodriguez</a>"
10533,3,248,"0-0: Ball"
10533,3,249,"1-0: Ball"
10533,3,250,"2-0: Ball"
10533,3,251,"3-0: Base on Balls"
10533,2,252,"Batting: RHB <a href=\"../players/player_156.html\">Jonathan Evans</a>"
10533,3,253,"0-0: Called Strike"
10533,3,254,"0-1: Called Strike"
10533,3,255,"0-2: Foul Ball, location: 2F"
10533,3,256,"0-2: Strikes out swinging"
10533,2,257,"Batting: RHB <a href=\"../players/player_1850.html\">Yuuchi Okuno</a>"
10533,3,258,"0-0:  <b>2-RUN HOME RUN</b>  (Flyball, 7D, EV 95.0 MPH), Distance : 362 ft"
10533,2,259,"Batting: RHB <a href=\"../players/player_1849.html\">Victor Guzman</a>"
10533,3,260,"0-0:  Fly out, F8  (Flyball, 8LD, EV 90.0 MPH)"
10533,4,261,"Top of the 6th over - 2 runs, 1 hit, 0 errors, 0 left on base; Vancouver 2 - Windsor 3"
10533,1,262,"Bottom of the 6th - Windsor Bootlegers batting - Pitching for Vancouver Dawgs : RHP <a href=\"../players/player_3874.html\">Adrian Vega</a>"
10533,2,263,"Pitching: RHP <a href=\"../players/player_2677.html\">Rick Wilson</a>"
10533,2,264,"Batting: RHB <a href=\"../players/player_1484.html\">Tommy Justice</a>"
10533,3,265,"0-0: Ball"
10533,3,266,"1-0: Ground out 5-3 (Groundball, 56S, EV 88.8 MPH)"
10533,2,267,"Batting: RHB <a href=\"../players/player_62.html\">Quinn Priest</a>"
10533,3,268,"0-0: Ball"
10533,3,269,"1-0: <b>DOUBLE</b>  (Flyball, 8LXD, EV 90.6 MPH)"
10533,2,270,"Pinch Hitting: RHB <a href=\"../players/player_2636.html\">Jason Tribble</a>"
10533,3,271,"0-0: Ball"
10533,3,272,"1-0: Swinging Strike"
10533,3,273,"1-1: Ball"
10533,3,274,"2-1: Swinging Strike"
10533,3,275,"2-2: <b>SINGLE</b>  (Line Drive, 9LS, EV 104.4 MPH)"
10533,3,276,"<a href=\"../players/player_62.html\">Quinn Priest</a> to third"
10533,2,277,"Pitching: LHP <a href=\"../players/player_1843.html\">Luis Castillo</a>"
10533,2,278,"Batting: LHB <a href=\"../players/player_2639.html\">Chris Meluskey</a>"
10533,3,279,"0-0: Ball"
10533,3,280,"1-0: <b>DOUBLE</b>  (Line Drive, 78D, EV 100.6 MPH)"
10533,3,281,"<b><a href=\"../players/player_62.html\">Quinn Priest</a> scores</b>"
10533,3,282,"<a href=\"../players/player_2636.html\">Jason Tribble</a> to third"
10533,2,283,"Batting: RHB <a href=\"../players/player_3114.html\">Tom Mills</a>"
10533,3,284,"0-0: Called Strike"
10533,3,285,"0-1: Ball"
10533,3,286,"1-1: Ball"
10533,3,287,"2-1: Called Strike"
10533,3,288,"2-2: Ball"
10533,3,289,"3-2: Strikes out swinging"
10533,2,290,"Pinch Hitting: LHB <a href=\"../players/player_61.html\">Dylan Partridge</a>"
10533,3,291,"0-0: Ball"
10533,3,292,"1-0: Ball"
10533,3,293,"2-0: Foul Ball, location: 2F"
10533,3,294,"2-1:  Fly out, F3  (Popup, 3, EV 71.3 MPH)"
10533,4,295,"Bottom of the 6th over - 1 run, 3 hits, 0 errors, 2 left on base; Vancouver 2 - Windsor 4"
10533,1,296,"Top of the 7th - Vancouver Dawgs batting - Pitching for Windsor Bootlegers : RHP <a href=\"../players/player_54.html\">Rafael Cordova</a>"
10533,2,297,"Pitching: LHP <a href=\"../players/player_1471.html\">Dante Espinosa</a>"
10533,2,298,"Now at SS: <a href=\"../players/player_2636.html\">Jason Tribble</a>"
10533,2,299,"Pinch Hitting: SHB <a href=\"../players/player_1858.html\">Jon Franich</a>"
10533,3,300,"0-0: Ball"
10533,3,301,"1-0: <b>DOUBLE</b>  (Line Drive, 8LXD, EV 85.0 MPH)"
10533,2,302,"Batting: RHB <a href=\"../players/player_164.html\">Willie Valdez</a>"
10533,3,303,"0-0: Ball"
10533,3,304,"1-0: Ball"
10533,3,305,"2-0: Foul Ball, location: 9LSF"
10533,3,306,"2-1: Ball"
10533,3,307,"3-1: Foul Ball, location: 3SF"
10533,3,308,"3-2: Base on Balls"
10533,2,309,"Batting: RHB <a href=\"../players/player_3898.html\">Ezbon Rockwell</a>"
10533,3,310,"0-0: Called Strike"
10533,3,311,"0-1: Ball"
10533,3,312,"1-1: <b>SINGLE</b>  (Flyball, 34D, EV 93.1 MPH)"
10533,3,313,"<a href=\"../players/player_1858.html\">Jon Franich</a> to third"
10533,3,314,"<a href=\"../players/player_164.html\">Willie Valdez</a> to second"
10533,2,315,"Pinch Hitting: RHB <a href=\"../players/player_162.html\">Kyle Lee</a>"
10533,3,316,"0-0: Ball"
10533,3,317,"1-0: Ball"
10533,3,318,"2-0: Ball"
10533,3,319,"3-0: Called Strike"
10533,3,320,"3-1: Called Strike"
10533,3,321,"3-2: Foul Ball, location: 5F"
10533,3,322,"3-2: Foul Ball, location: 2F"
10533,3,323,"3-2: Base on Balls"
10533,3,324,"<b><a href=\"../players/player_1858.html\">Jon Franich</a> scores</b>"
10533,3,325,"<a href=\"../players/player_164.html\">Willie Valdez</a> to third"
10533,3,326,"<a href=\"../players/player_3898.html\">Ezbon Rockwell</a> to second"
10533,2,327,"Pinch Hitting: RHB <a href=\"../players/player_157.html\">Willie Pelayo</a>"
10533,3,328,"0-0: Ball"
10533,3,329,"1-0: Ball"
10533,3,330,"2-0: Ball"
10533,3,331,"3-0: Base on Balls"
10533,3,332,"<b><a href=\"../players/player_164.html\">Willie Valdez</a> scores</b>"
10533,3,333,"<a href=\"../players/player_3898.html\">Ezbon Rockwell</a> to third"
10533,3,334,"<a href=\"../players/player_162.html\">Kyle Lee</a> to second"
10533,2,335,"Pitching: RHP <a href=\"../players/player_2624.html\">Willie Jimenez</a>"
10533,2,336,"Batting: RHB <a href=\"../players/player_163.html\">Eli Rodriguez</a>"
10533,3,337,"0-0: Ball"
10533,3,338,"1-0:  Fly out, F8  (Flyball, 8RD, EV 98.8 MPH)"
10533,3,339,"<b>Runner from 3rd tags up, SCORES, no throw by CF</b>"
10533,2,340,"Batting: RHB <a href=\"../players/player_156.html\">Jonathan Evans</a>"
10533,3,341,"0-0: Called Strike"
10533,3,342,"0-1: Ball"
10533,3,343,"1-1: Swinging Strike"
10533,3,344,"1-2: Foul Ball, location: 9LDF"
10533,3,345,"1-2:  Fly out, F6  (Popup, P, EV 78.1 MPH)"
10533,2,346,"Batting: RHB <a href=\"../players/player_1850.html\">Yuuchi Okuno</a>"
10533,3,347,"0-0:  Fly out, F7  (Line Drive, 7LM, EV 102.5 MPH)"
10533,4,348,"Top of the 7th over - 3 runs, 2 hits, 0 errors, 2 left on base; Vancouver 5 - Windsor 4"
10533,1,349,"Bottom of the 7th - Windsor Bootlegers batting - Pitching for Vancouver Dawgs : LHP <a href=\"../players/player_1843.html\">Luis Castillo</a>"
10533,2,350,"Pitching: RHP <a href=\"../players/player_1841.html\">Dan Smith</a>"
10533,2,351,"Now at 1B: <a href=\"../players/player_3890.html\">Andrew Barnwell</a>"
10533,2,352,"Now in CF: <a href=\"../players/player_1857.html\">Nick Riendeau</a>"
10533,2,353,"Batting: LHB <a href=\"../players/player_63.html\">Justin Zoch</a>"
10533,3,354,"0-0: Called Strike"
10533,3,355,"0-1: Ball"
10533,3,356,"1-1:  Fly out, F5  (Popup, 5, EV 73.1 MPH)"
10533,2,357,"Batting: LHB <a href=\"../players/player_72.html\">Mark Battle</a>"
10533,3,358,"0-0: Foul Ball, location: 5F"
10533,3,359,"0-1: Ground out 1-3 (Groundball, 23, EV 64.4 MPH)"
10533,2,360,"Batting: RHB <a href=\"../players/player_2635.html\">Jerry Bachleitner</a>"
10533,3,361,"0-0: Ball"
10533,3,362,"1-0: Called Strike"
10533,3,363,"1-1: <b>SINGLE</b>  (Groundball, 4D, EV 101.3 MPH)"
10533,2,364,"Batting: RHB <a href=\"../players/player_1484.html\">Tommy Justice</a>"
10533,3,365,"0-0: Ball"
10533,3,366,"<a href=\"../players/player_2635.html\">Jerry Bachleitner</a> steals 2nd base"
10533,3,367,"1-0: Called Strike"
10533,3,368,"1-1: Ball"
10533,3,369,"2-1: Ground out 2-3 (Groundball, 2R, EV 70.6 MPH)"
10533,4,370,"Bottom of the 7th over - 0 runs, 1 hit, 0 errors, 1 left on base; Vancouver 5 - Windsor 4"
10533,1,371,"Top of the 8th - Vancouver Dawgs batting - Pitching for Windsor Bootlegers : RHP <a href=\"../players/player_2624.html\">Willie Jimenez</a>"
10533,2,372,"Pitching: RHP <a href=\"../players/player_1477.html\">Jorge Escobedo</a>"
10533,2,373,"Batting: RHB <a href=\"../players/player_1849.html\">Victor Guzman</a>"
10533,3,374,"0-0: Called Strike"
10533,3,375,"0-1: Swinging Strike"
10533,3,376,"0-2: Ball"
10533,3,377,"1-2: Foul Ball, location: 9LMF"
10533,3,378,"1-2: Foul Ball, location: 5F"
10533,3,379,"1-2: Ball"
10533,3,380,"2-2: Foul Ball, location: 9LSF"
10533,3,381,"2-2: Strikes out swinging"
10533,2,382,"Batting: RHB <a href=\"../players/player_3890.html\">Andrew Barnwell</a>"
10533,3,383,"0-0: Ground out 4-3 (Groundball, 34, EV 85.0 MPH)"
10533,2,384,"Batting: RHB <a href=\"../players/player_164.html\">Willie Valdez</a>"
10533,3,385,"0-0: Swinging Strike"
10533,3,386,"0-1: Swinging Strike"
10533,3,387,"0-2: Ball"
10533,3,388,"1-2: Ball"
10533,3,389,"2-2:  Fly out, F8  (Line Drive, 8RM, EV 105.0 MPH)"
10533,4,390,"Top of the 8th over - 0 runs, 0 hits, 0 errors, 0 left on base; Vancouver 5 - Windsor 4"
10533,1,391,"Bottom of the 8th - Windsor Bootlegers batting - Pitching for Vancouver Dawgs : RHP <a href=\"../players/player_1841.html\">Dan Smith</a>"
10533,2,392,"Pitching: LHP <a href=\"../players/player_2679.html\">Bill Corradino</a>"
10533,2,393,"Batting: RHB <a href=\"../players/player_62.html\">Quinn Priest</a>"
10533,3,394,"0-0: Ball"
10533,3,395,"1-0: Ball"
10533,3,396,"2-0: Ground out 4-3 (Groundball, 34, EV 86.9 MPH)"
10533,2,397,"Batting: RHB <a href=\"../players/player_2636.html\">Jason Tribble</a>"
10533,3,398,"0-0: Ball"
10533,3,399,"1-0: Foul Ball, location: 7LMF"
10533,3,400,"1-1:  Fly out, F8  (Flyball, 89D, EV 90.6 MPH)"
10533,2,401,"Batting: LHB <a href=\"../players/player_2639.html\">Chris Meluskey</a>"
10533,3,402,"0-0: Called Strike"
10533,3,403,"0-1: Swinging Strike"
10533,3,404,"0-2: Strikes out swinging"
10533,4,405,"Bottom of the 8th over - 0 runs, 0 hits, 0 errors, 0 left on base; Vancouver 5 - Windsor 4"
10533,1,406,"Top of the 9th - Vancouver Dawgs batting - Pitching for Windsor Bootlegers : RHP <a href=\"../players/player_1477.html\">Jorge Escobedo</a>"
10533,2,407,"Pitching: RHP <a href=\"../players/player_53.html\">Jason Vyhlidal</a>"
10533,2,408,"Pinch Hitting: LHB <a href=\"../players/player_2698.html\">Angel Gomez</a>"
10533,3,409,"0-0: Called Strike"
10533,3,410,"0-1: Ball"
10533,3,411,"1-1: Ball"
10533,3,412,"2-1: Ground out 4-3 (Groundball, 4, EV 82.5 MPH)"
10533,2,413,"Batting: RHB <a href=\"../players/player_1857.html\">Nick Riendeau</a>"
10533,3,414,"0-0: Ball"
10533,3,415,"1-0: Ball"
10533,3,416,"2-0: Called Strike"
10533,3,417,"2-1: Swinging Strike"
10533,3,418,"2-2: Strikes out looking"
10533,2,419,"Pinch Hitting: RHB <a href=\"../players/player_1848.html\">John DeLay</a>"
10533,3,420,"0-0: Called Strike"
10533,3,421,"0-1:  Fly out, F7  (Flyball, 78S, EV 80.0 MPH)"
10533,4,422,"Top of the 9th over - 0 runs, 0 hits, 0 errors, 0 left on base; Vancouver 5 - Windsor 4"
10533,1,423,"Bottom of the 9th - Windsor Bootlegers batting - Pitching for Vancouver Dawgs : LHP <a href=\"../players/player_2679.html\">Bill Corradino</a>"
10533,2,424,"Pitching: RHP <a href=\"../players/player_1837.html\">Dusty Engel</a>"
10533,2,425,"Now at 1B: <a href=\"../players/player_2698.html\">Angel Gomez</a>"
10533,2,426,"Now at 3B: <a href=\"../players/player_3890.html\">Andrew Barnwell</a>"
10533,2,427,"Batting: RHB <a href=\"../players/player_3114.html\">Tom Mills</a>"
10533,3,428,"0-0: Called Strike"
10533,3,429,"0-1: Foul Ball, location: 3FF"
10533,3,430,"0-2: Ball"
10533,3,431,"1-2: Strikes out swinging"
10533,2,432,"Batting: RHB <a href=\"../players/player_53.html\">Jason Vyhlidal</a>"
10533,3,433,"0-0: Called Strike"
10533,3,434,"0-1: Foul Ball, location: 3F"
10533,3,435,"0-2: Ball"
10533,3,436,"1-2: Strikes out swinging"
10533,2,437,"Batting: LHB <a href=\"../players/player_63.html\">Justin Zoch</a>"
10533,3,438,"0-0:  Fly out, F3  (Line Drive, 3L, EV 67.5 MPH)"
10533,4,439,"Bottom of the 9th over - 0 runs, 0 hits, 0 errors, 0 left on base; Vancouver 5 - Windsor 4"
10535,1,1,"Top of the 1st - Guadalajara A's batting - Pitching for San Antonio Sycamores : RHP <a href=\"../players/player_336.html\">Chris Dunn</a>"
10535,2,2,"Pitching: RHP <a href=\"../players/player_336.html\">Chris Dunn</a>"
10535,2,3,"Batting: RHB <a href=\"../players/player_3769.html\">Lou Dugas</a>"
10535,3,4,"0-0: Ball"
10535,3,5,"1-0: Swinging Strike"
10535,3,6,"1-1: Ball"
10535,3,7,"2-1: Swinging Strike"
