player_id,team_id,league_id,position,role,playing_level,is_active,is_on_secondary,is_on_dl,is_on_dl60,must_be_active,just_signed,was_on_active,was_on_secondary,was_on_dl,mlb_service_years,secondary_service_years,pro_service_years,mlb_service_days,secondary_service_days,pro_service_days,mlb_service_days_this_year,secondary_service_days_this_year,pro_service_days_this_year,dl_days_this_year,years_protected_from_rule_5,is_on_waivers,designated_for_assignment,irrevocable_waivers,days_on_waivers,days_on_waivers_left,days_on_dfa_left,claimed_team_id,options_used,options_used_this_year,has_received_arbitration,was_traded,trade_status
1018,68,202,4,0,0,0,0,0,0,0,0,0,0,0,10,10,11,1742,1742,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1019,90,202,3,0,0,0,0,0,0,0,0,0,0,0,17,19,19,2956,3294,22,0,0,22,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1020,68,202,3,0,0,0,0,0,0,0,0,0,0,0,10,10,12,1754,1815,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1021,68,202,8,0,0,0,0,0,0,0,0,0,0,0,9,9,10,1597,1608,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1022,68,202,1,12,0,0,0,1,0,0,0,0,0,0,14,16,16,2434,2783,26,0,0,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1023,92,203,1,12,0,0,0,0,0,0,0,0,0,0,3,4,5,536,793,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1024,126,204,1,12,0,0,0,0,0,0,0,0,0,0,3,3,4,553,644,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1025,68,202,1,12,0,0,0,0,0,0,0,0,0,0,11,12,13,1933,2190,26,0,0,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1026,68,202,1,12,0,0,0,0,0,0,0,0,0,0,5,7,7,897,1221,26,0,0,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1027,68,202,1,12,0,0,0,0,0,0,0,0,0,0,7,7,8,1222,1344,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1028,92,203,1,12,0,0,0,0,0,0,0,0,0,0,2,3,5,368,636,26,0,0,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1029,68,202,1,12,0,0,0,0,0,0,0,0,0,0,9,9,11,1583,1583,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1030,0,0,1,12,0,0,0,0,0,0,0,0,0,0,5,7,7,908,1252,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1031,0,0,1,12,0,0,0,0,0,0,0,0,0,0,5,6,7,881,1203,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1032,68,202,1,12,0,0,0,0,0,0,0,0,0,0,5,5,6,883,992,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1033,0,0,1,12,0,0,0,0,0,0,0,0,0,0,6,7,8,1078,1272,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1034,0,0,1,12,0,0,0,0,0,0,0,0,0,0,17,18,19,2938,3259,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1035,30,200,1,11,0,1,1,0,0,0,0,0,0,0,6,6,7,1088,1172,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1036,86,202,1,12,0,0,0,0,0,0,0,0,0,0,5,5,6,862,928,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1037,86,202,1,11,0,0,1,0,0,0,0,0,0,0,7,8,10,1233,1413,26,0,26,26,0,4,0,0,0,0,0,0,0,3,1,0,0,0
1038,30,200,1,12,0,1,1,0,0,0,0,0,0,0,12,12,13,2129,2129,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1039,30,200,1,11,0,0,0,1,1,0,0,0,0,0,7,9,9,1240,1589,26,26,26,26,3,4,0,0,0,0,0,0,0,2,0,0,0,0
1040,30,200,1,11,0,1,1,0,0,0,0,0,0,0,5,6,7,922,1169,26,26,26,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1041,30,200,1,11,0,1,1,0,0,0,0,0,0,0,4,4,6,728,814,26,26,26,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1042,86,202,1,12,0,0,0,0,0,0,0,0,0,0,7,7,8,1206,1206,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1043,170,205,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,26,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1044,30,200,1,12,0,1,1,0,0,0,0,0,0,0,12,12,13,2096,2167,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1045,86,202,1,12,0,0,0,0,0,0,0,0,0,0,7,7,8,1251,1301,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1046,170,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,24,24,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1047,30,200,1,13,0,1,1,0,0,0,0,0,0,0,8,8,10,1428,1530,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1048,170,205,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1049,37,201,2,0,0,0,0,0,0,0,0,0,0,0,7,7,8,1226,1253,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1050,75,202,3,0,0,0,0,0,0,0,0,0,0,0,0,0,255,41,41,21,0,0,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1051,107,203,4,0,0,0,0,0,0,0,0,0,0,0,3,4,5,524,770,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1052,30,200,3,0,0,1,1,0,0,0,0,0,0,0,13,13,14,2264,2264,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1053,37,201,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,78,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1054,86,202,6,0,0,0,0,0,0,0,0,0,0,0,8,8,10,1420,1515,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1055,30,200,5,0,0,1,1,0,0,0,0,0,0,0,3,4,6,576,733,26,26,26,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1056,86,202,9,0,0,0,0,0,0,0,0,0,0,0,8,8,10,1391,1391,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1057,30,200,3,0,0,1,1,0,0,0,0,0,0,0,5,6,8,899,1191,26,26,26,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1058,30,200,9,0,0,1,1,0,0,0,0,0,0,0,10,10,11,1749,1749,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,2
1059,30,200,7,0,0,1,1,0,0,0,0,0,0,0,6,7,8,1061,1275,26,26,26,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1060,30,200,7,0,0,1,1,0,0,0,0,0,0,0,10,10,11,1764,1814,26,26,26,26,3,4,0,0,0,0,0,0,0,1,0,0,0,0
1061,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,9,1230,1230,12,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1062,86,202,4,0,0,0,0,0,0,0,0,0,0,0,13,14,15,2286,2476,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1063,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,16,17,2629,2898,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1064,86,202,4,0,0,0,0,0,0,0,0,0,0,0,8,8,10,1382,1382,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1065,86,202,8,0,0,0,0,0,0,0,0,0,0,0,5,5,6,892,892,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1066,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,9,11,1573,1573,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1067,86,202,7,0,0,0,0,0,0,0,0,0,0,0,10,10,12,1733,1733,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1068,86,202,7,0,0,0,0,0,0,0,0,0,0,0,8,9,10,1400,1691,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1069,0,0,1,12,0,0,0,0,0,0,0,0,0,0,11,11,12,1923,1923,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1070,148,204,1,12,0,0,0,0,0,0,0,0,0,0,2,2,4,383,482,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1071,0,0,1,12,0,0,0,0,0,0,0,0,0,0,10,10,12,1740,1837,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1072,0,0,1,12,0,0,0,0,0,0,0,0,0,0,9,10,11,1589,1880,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1073,0,0,1,12,0,0,0,0,0,0,0,0,0,0,11,11,13,1894,1894,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1074,0,0,1,12,0,0,0,0,0,0,0,0,0,0,9,9,10,1585,1585,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1075,86,202,1,13,0,0,0,0,0,0,0,0,0,0,11,13,13,1912,2252,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1076,86,202,1,12,0,0,0,0,0,0,0,0,0,0,8,8,9,1390,1505,26,0,0,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1077,0,0,1,12,0,0,0,0,0,0,0,0,0,0,4,5,6,712,899,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1078,0,0,1,12,0,0,0,0,0,0,0,0,0,0,4,4,6,721,759,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1079,0,0,1,12,0,0,0,0,0,0,0,0,0,0,6,6,7,1078,1078,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1080,0,0,1,12,0,0,0,0,0,0,0,0,0,0,9,9,10,1552,1552,15,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1081,0,0,1,12,0,0,0,0,0,0,0,0,0,0,8,8,9,1380,1380,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1082,36,201,1,11,0,0,1,0,0,0,0,0,0,0,4,4,6,702,728,26,0,26,26,0,4,0,0,0,0,0,0,0,2,1,0,0,0
1083,18,200,1,11,0,0,0,1,1,0,0,0,0,0,9,9,10,1576,1617,26,26,26,26,26,4,0,0,0,0,0,0,0,1,0,0,0,2
1084,0,0,1,12,0,0,0,0,0,0,0,0,0,0,7,8,9,1229,1524,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1085,0,0,1,12,0,0,0,0,0,0,0,0,0,0,5,6,7,881,1041,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1086,85,202,1,11,0,0,0,0,0,0,0,0,0,0,2,2,4,388,400,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1087,18,200,1,12,0,1,1,0,0,0,0,0,0,0,5,5,7,920,920,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1088,18,200,1,13,0,1,1,0,0,0,0,0,0,0,13,13,15,2311,2313,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1089,18,200,1,12,0,1,1,0,0,0,0,0,0,0,8,9,10,1448,1669,26,26,26,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1090,85,202,1,12,0,0,0,0,0,0,0,0,0,0,5,5,6,883,883,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1091,169,205,1,13,0,0,0,0,0,0,0,0,0,0,0,0,2,6,42,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1092,169,205,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1093,85,202,1,12,0,0,0,0,0,0,0,0,0,0,9,9,11,1551,1567,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1094,18,200,1,12,0,1,1,0,0,0,0,0,0,0,14,15,16,2474,2746,26,26,26,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1095,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,14,15,2423,2532,9,0,0,9,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1096,18,200,2,0,0,1,1,0,0,0,0,0,0,0,9,9,10,1623,1623,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1097,37,201,3,0,0,0,0,0,0,0,0,0,0,0,12,13,14,2084,2363,21,0,0,21,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1098,91,203,4,0,0,0,0,0,0,0,0,0,0,0,4,4,5,719,719,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1099,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,7,8,1050,1239,15,0,0,15,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1100,18,200,3,0,0,1,1,0,0,0,0,0,0,0,5,5,7,916,936,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,2
1101,85,202,3,0,0,0,0,0,0,0,0,0,0,0,13,13,14,2249,2320,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1102,85,202,5,0,0,0,0,0,0,0,0,0,0,0,15,15,16,2593,2593,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1103,18,200,7,0,0,1,1,0,0,0,0,0,0,0,4,4,6,723,781,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1104,38,201,7,0,0,0,0,0,0,0,0,0,0,0,12,12,13,2106,2106,18,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1105,18,200,9,0,0,1,1,0,0,0,0,0,0,0,1,1,2,216,294,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1106,18,200,3,0,0,1,1,0,0,0,0,0,0,0,6,6,7,1088,1130,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1107,18,200,9,0,0,1,1,0,0,0,0,0,0,0,3,5,6,572,865,26,26,26,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1108,85,202,5,0,0,0,0,0,0,0,0,0,0,0,9,9,11,1553,1572,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1109,85,202,2,0,0,0,0,0,0,0,0,0,0,0,9,9,11,1582,1582,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1110,36,201,6,0,0,0,0,0,0,0,0,0,0,0,13,13,14,2255,2255,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1111,36,201,9,0,0,0,0,0,0,0,0,0,0,0,13,14,16,2247,2444,26,0,0,26,0,4,0,0,1,27,0,0,0,3,0,0,0,0
1112,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,7,8,1059,1245,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1113,85,202,7,0,0,0,0,0,0,0,0,0,0,0,6,6,7,1049,1049,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1114,85,202,4,0,0,0,0,0,0,0,0,0,0,0,6,8,8,1076,1376,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1115,36,201,4,0,0,0,0,0,0,0,0,0,0,0,17,17,19,2933,2983,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1116,0,0,1,12,0,0,0,0,0,0,0,0,0,0,10,11,12,1741,1903,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1117,85,202,1,12,0,0,0,0,0,0,0,0,0,0,4,5,7,690,1026,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1118,85,202,1,12,0,0,0,0,0,0,0,0,0,0,7,8,9,1229,1495,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1119,85,202,1,12,0,0,0,0,0,0,0,0,0,0,9,10,11,1576,1764,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1120,132,204,1,12,0,0,0,0,0,0,0,0,0,0,1,1,2,182,269,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1121,0,0,1,12,0,0,0,0,0,0,0,0,0,0,11,11,13,1929,1964,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1122,85,202,1,12,0,0,0,0,0,0,0,0,0,0,15,15,16,2619,2672,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1123,0,0,1,12,0,0,0,0,0,0,0,0,0,0,9,9,10,1575,1619,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1124,0,0,1,12,0,0,0,0,0,0,0,0,0,0,9,9,10,1580,1596,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1125,0,0,1,12,0,0,0,0,0,0,0,0,0,0,11,11,13,1923,1923,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1126,85,202,1,11,0,0,0,0,0,0,0,0,0,0,5,5,6,898,898,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1127,0,0,1,12,0,0,0,0,0,0,0,0,0,0,16,16,18,2783,2832,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1128,0,0,1,12,0,0,0,0,0,0,0,0,0,0,12,12,14,2101,2180,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1129,27,200,1,12,0,1,1,0,0,0,0,0,0,0,7,7,9,1271,1348,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1130,27,200,1,11,0,1,1,0,0,0,0,0,0,0,6,6,7,1084,1084,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1131,39,201,1,12,0,0,0,0,0,0,0,0,0,0,6,6,7,1077,1077,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1132,27,200,1,12,0,1,1,0,0,0,0,0,0,0,7,8,9,1267,1394,26,26,26,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1133,27,200,1,11,0,1,1,0,0,0,0,0,0,0,8,8,9,1447,1447,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1134,27,200,1,11,0,1,1,0,0,0,0,0,0,0,3,3,4,590,590,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1135,27,200,1,13,0,1,1,0,0,0,0,0,0,0,8,8,9,1419,1419,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1136,27,200,1,11,0,1,1,0,0,0,0,0,0,0,0,0,2,33,46,26,17,26,26,0,4,0,0,0,0,0,0,0,1,1,0,0,0
1137,39,201,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1138,0,0,1,12,0,0,0,0,0,0,0,0,0,0,4,6,6,726,1053,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1139,83,202,1,13,0,0,0,0,0,0,0,0,0,0,9,9,10,1549,1586,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1140,27,200,1,12,0,1,1,0,0,0,0,0,0,0,10,10,12,1762,1762,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1141,99,203,1,12,0,0,0,0,0,0,0,0,0,0,3,3,5,563,563,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1142,27,200,2,0,0,1,1,0,0,0,0,0,0,0,6,6,7,1102,1102,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1143,83,202,2,0,0,0,0,0,0,0,0,0,0,0,6,6,7,1044,1044,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1144,99,203,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,24,87,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1145,27,200,4,0,0,1,1,0,0,0,0,0,0,0,6,6,8,1083,1092,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1146,83,202,3,0,0,0,0,0,0,0,0,0,0,0,5,6,7,901,1152,26,0,0,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1147,27,200,4,0,0,1,1,0,0,0,0,0,0,0,3,3,5,563,563,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1148,83,202,4,0,0,0,0,0,0,0,0,0,0,0,7,7,8,1239,1239,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1149,27,200,4,0,0,1,1,0,0,0,0,0,0,0,10,10,12,1774,1823,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1150,27,200,7,0,0,1,1,0,0,0,0,0,0,0,14,14,16,2478,2478,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1151,83,202,7,0,0,0,0,1,0,0,0,0,0,0,4,5,6,723,866,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1152,27,200,3,0,0,1,1,0,0,0,0,0,0,0,8,8,10,1443,1483,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1153,27,200,8,0,0,1,1,0,0,0,0,0,0,0,6,7,8,1096,1340,26,26,26,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1154,158,205,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1155,99,203,6,0,0,0,0,0,0,0,0,0,0,0,3,4,5,547,856,26,0,0,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1156,39,201,2,0,0,0,0,0,0,0,0,0,0,0,14,15,17,2429,2734,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1157,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,5,6,901,901,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1158,99,203,3,0,0,0,0,0,0,0,0,0,0,0,3,3,5,538,538,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1159,83,202,3,0,0,0,0,0,0,0,0,0,0,0,10,10,12,1759,1759,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1160,39,201,6,0,0,0,0,0,0,0,0,0,0,0,15,15,17,2616,2662,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1161,83,202,3,0,0,0,0,0,0,0,0,0,0,0,5,5,7,909,950,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1162,65,202,3,0,0,0,0,0,0,0,0,0,0,0,15,16,17,2616,2807,10,0,0,10,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1163,0,0,1,12,0,0,0,0,0,0,0,0,0,0,13,14,15,2244,2579,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1164,0,0,1,12,0,0,0,0,0,0,0,0,0,0,7,7,10,1214,1214,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1165,62,202,10,11,0,0,0,0,0,0,0,0,0,0,15,15,16,2596,2688,16,0,0,16,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1166,83,202,1,12,0,0,0,0,0,0,0,0,0,0,5,6,7,906,1100,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1167,125,204,1,12,0,0,0,0,0,0,0,0,0,0,1,1,2,205,235,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1168,99,203,1,12,0,0,0,0,0,0,0,0,0,0,2,4,5,358,690,26,0,0,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1169,0,0,1,12,0,0,0,0,0,0,0,0,0,0,8,8,10,1388,1388,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1170,125,204,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,42,118,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1171,0,0,1,12,0,0,0,0,0,0,0,0,0,0,11,12,13,1899,2099,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1172,83,202,1,12,0,0,0,0,0,0,0,0,0,0,17,18,19,2952,3222,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1173,0,0,1,12,0,0,0,0,0,0,0,0,0,0,6,7,8,1036,1239,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1174,83,202,1,11,0,0,0,0,0,0,0,0,0,0,9,9,10,1559,1602,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1175,125,204,1,12,0,0,0,0,0,0,0,0,0,0,3,3,4,539,619,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1176,22,200,1,12,0,1,1,0,0,0,0,0,0,0,9,10,11,1609,1858,26,26,26,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1177,179,205,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,26,26,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1178,0,0,1,12,0,0,0,0,0,0,0,0,0,0,8,8,10,1401,1401,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1179,50,201,1,12,0,0,0,0,0,0,0,0,0,0,7,8,9,1249,1384,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1180,22,200,1,11,0,1,1,0,0,0,0,0,0,0,4,5,6,719,867,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1181,22,200,1,11,0,1,1,0,0,0,0,0,0,0,13,15,15,2304,2600,26,26,26,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1182,22,200,1,13,0,1,1,0,0,0,0,0,0,0,8,10,10,1439,1749,26,26,26,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1183,81,202,1,12,0,0,0,0,0,0,0,0,0,0,4,5,6,696,999,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1184,81,202,1,12,0,0,0,0,0,0,0,0,0,0,5,6,7,876,1200,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1185,0,0,1,12,0,0,0,0,0,0,0,0,0,0,6,6,8,1056,1175,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
1186,50,201,1,12,0,0,0,0,0,0,0,0,0,0,8,9,10,1417,1559,26,0,0,26,0,4,0,0,0,0,0,0,0,3,0,0,0,0
1187,50,201,1,12,0,0,0,0,0,0,0,0,0,0,10,10,12,1765,1847,26,0,0,26,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1188,179,205,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,79,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1189,22,200,2,0,0,1,1,0,0,0,0,0,0,0,1,1,3,234,243,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1190,22,200,2,0,0,1,1,0,0,0,0,0,0,0,7,7,8,1245,1256,26,26,26,26,0,4,0,0,0,0,0,0,0,1,0,0,0,2
1191,22,200,3,0,0,1,1,0,0,0,0,0,0,0,5,5,7,923,923,26,26,26,26,0,4,0,0,0,0,0,0,0,0,0,0,0,2
1192,22,200,4,0,0,1,1,0,0,0,0,0,0,0,7,9,9,1267,1609,26,26,26,26,0,4,0,0,0,0,0,0,0,2,0,0,0,0
