player_id,team_id,league_id,position,role,fielding_ratings_infield_range,fielding_ratings_infield_arm,fielding_ratings_turn_doubleplay,fielding_ratings_outfield_range,fielding_ratings_outfield_arm,fielding_ratings_catcher_arm,fielding_ratings_catcher_ability,fielding_ratings_catcher_framing,fielding_ratings_infield_error,fielding_ratings_outfield_error,fielding_experience0,fielding_experience1,fielding_experience2,fielding_experience3,fielding_experience4,fielding_experience5,fielding_experience6,fielding_experience7,fielding_experience8,fielding_experience9,fielding_rating_pos1,fielding_rating_pos2,fielding_rating_pos3,fielding_rating_pos4,fielding_rating_pos5,fielding_rating_pos6,fielding_rating_pos7,fielding_rating_pos8,fielding_rating_pos9,fielding_rating_pos1_pot,fielding_rating_pos2_pot,fielding_rating_pos3_pot,fielding_rating_pos4_pot,fielding_rating_pos5_pot,fielding_rating_pos6_pot,fielding_rating_pos7_pot,fielding_rating_pos8_pot,fielding_rating_pos9_pot
1460,40,201,3,0,55,60,45,40,60,20,20,20,50,60,0,0,0,40,0,199,101,0,0,0,0,0,30,0,50,30,0,0,0,80,0,70,50,50,40,45,0,40
1461,16,200,7,0,35,30,30,45,40,25,20,20,30,50,0,0,0,0,0,0,0,200,0,29,0,0,0,0,0,0,45,0,20,50,0,40,0,0,0,45,0,35
1462,16,200,8,0,35,45,25,65,50,20,20,20,30,50,0,0,0,0,0,0,0,200,200,165,0,0,0,0,0,0,70,55,55,50,0,40,0,0,0,70,55,60
1463,16,200,9,0,55,45,20,55,60,25,20,20,55,50,0,0,0,181,0,0,0,162,130,200,0,0,60,0,0,0,55,35,55,80,0,65,0,0,0,65,45,55
1464,161,205,7,0,35,50,20,50,60,20,20,20,35,50,0,0,0,61,0,0,0,47,68,120,0,0,30,0,0,0,30,25,40,60,0,50,0,0,0,60,35,55
1465,52,201,9,0,45,50,35,55,60,20,25,20,40,50,0,0,0,0,0,0,0,107,0,200,0,0,0,0,0,0,45,0,60,70,0,50,30,35,20,65,40,60
1466,16,200,8,0,55,45,50,70,50,20,25,25,45,85,0,0,0,0,0,0,0,198,200,196,0,0,0,0,0,0,80,70,75,80,0,65,50,40,35,85,70,75
1467,15,200,1,12,30,35,25,30,35,25,20,25,30,55,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,25,0,0
1468,98,203,1,12,40,45,25,30,30,20,20,20,35,40,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,55,20,25,0,25,0,0
1469,98,203,1,11,30,60,20,30,35,20,20,20,30,40,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,25,0,0
1470,0,0,1,12,35,50,30,30,30,20,20,20,25,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,0,0,0
1471,35,201,1,12,30,55,20,35,30,20,20,20,25,35,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,30,0,0,0,25,0,0
1472,15,200,1,11,35,55,30,35,35,20,20,25,30,30,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,0,0,30,0,0
1473,174,205,1,12,30,50,25,30,35,20,20,20,30,40,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,35,0,0,0,25,0,0
1474,174,205,1,13,30,45,20,30,45,20,20,25,30,35,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,20,0,25,0,0
1475,174,205,1,12,35,60,25,25,60,20,20,20,25,30,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,50,0,0,0,0,0,0
1476,0,0,1,12,35,40,25,30,25,20,20,20,30,25,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,0,0,0
1477,15,200,1,12,30,40,25,35,35,20,20,25,35,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,25,0,0
1478,74,202,1,12,30,45,20,35,25,20,20,20,30,20,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,35,0,0,0,0,0,0
1479,0,0,1,12,35,45,30,30,20,20,20,20,35,25,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,55,0,25,0,0,0,0
1480,15,200,2,0,35,50,40,25,45,60,55,65,45,35,0,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,65,60,50,30,35,0,0,0,0
1481,35,201,2,0,35,50,25,25,50,60,70,65,25,35,0,0,197,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,50,65,40,0,0,0,0,0,0
1482,15,200,3,0,35,40,20,35,30,20,20,20,40,35,0,0,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,60,0,50,0,0,0,25,0,0
1483,15,200,4,0,55,40,65,45,30,20,20,20,50,55,0,0,0,122,200,0,91,0,0,0,0,0,45,55,0,30,0,0,0,80,0,65,55,35,40,45,0,30
1484,15,200,5,0,55,60,45,30,55,20,20,20,55,65,0,0,0,0,30,200,0,0,0,0,0,0,0,25,50,0,0,0,0,85,0,75,50,50,45,30,0,0
1485,15,200,6,0,65,60,60,60,60,20,20,20,60,55,0,0,0,0,68,149,200,0,0,0,0,0,0,35,50,55,0,0,0,95,0,70,65,60,55,65,45,60
1486,35,201,4,0,35,40,45,40,30,20,20,20,45,55,0,0,0,0,200,0,0,0,0,0,0,0,0,30,0,0,0,0,0,65,0,50,30,20,0,35,0,25
1487,174,205,4,0,65,65,55,50,55,20,20,20,70,55,0,0,0,0,60,75,84,0,0,0,0,0,0,35,35,35,0,0,0,100,0,80,70,65,60,60,35,50
1488,35,201,3,0,40,35,45,50,35,25,25,25,50,55,0,0,0,161,156,194,0,186,0,0,0,0,50,30,25,0,50,0,0,70,0,55,35,25,0,50,30,40
1489,35,201,7,0,25,35,20,45,50,20,20,20,25,65,0,0,0,0,0,0,0,174,0,118,0,0,0,0,0,0,45,0,35,30,0,30,0,0,0,50,0,45
1490,0,0,8,0,55,35,50,65,65,25,20,20,45,55,0,0,0,0,0,0,0,133,200,38,0,0,0,0,0,0,55,60,30,80,0,75,50,30,35,75,60,70
1491,174,205,9,0,25,30,20,50,55,20,20,20,25,35,0,0,0,0,0,0,0,70,0,84,0,0,0,0,0,0,30,0,30,25,0,25,0,0,0,50,30,45
1492,174,205,9,0,30,35,20,50,45,20,20,20,30,65,0,0,0,0,0,0,0,162,0,164,0,0,0,0,0,0,50,0,45,45,0,35,0,0,0,55,30,50
1493,15,200,7,0,35,55,35,60,55,25,20,25,30,45,0,0,0,0,0,0,0,172,159,122,0,0,0,0,0,0,60,45,45,55,0,45,0,20,0,65,50,60
1494,98,203,1,12,30,50,30,30,25,20,20,25,35,25,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,25,0,0,0,0
1495,69,202,1,11,40,40,25,25,40,20,20,20,40,30,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,50,0,25,0,0,0,0
1496,32,201,1,13,30,50,25,30,20,20,20,25,30,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,0,0,0
1497,162,205,1,11,30,45,20,35,30,20,20,20,35,45,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,35,0,0,0,30,0,0
1498,103,203,1,11,25,45,20,30,40,20,20,20,25,30,0,200,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,0,30,0,0,0,25,0,20
1499,13,200,1,11,35,50,30,40,20,20,20,20,30,45,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,25,0,35,0,0
1500,69,202,1,11,40,55,40,30,40,20,25,20,30,35,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,45,25,30,0,20,0,0
1501,13,200,1,12,30,40,20,40,45,20,20,25,40,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,35,0,30
1502,124,204,1,13,30,30,25,30,30,20,20,20,30,40,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,35,0,0,0,25,0,0
1503,13,200,1,11,30,35,25,60,45,20,25,20,25,30,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,35,0,0,0,60,45,50
1504,32,201,1,12,35,40,20,40,35,20,20,20,45,40,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,60,0,0,0,35,0,25
1505,13,200,1,12,35,55,35,25,25,20,20,20,35,40,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,45,20,30,0,0,0,0
1506,69,202,1,11,35,60,25,25,35,20,20,25,25,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,0,0,0
1507,0,0,1,12,30,55,20,30,45,20,20,20,30,35,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,45,0,0,0,25,0,0
1508,69,202,2,0,35,40,30,20,35,50,60,60,50,20,0,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,65,55,50,25,25,0,0,0,0
1509,32,201,2,0,30,40,30,25,40,50,70,60,45,25,0,0,200,132,0,0,0,0,0,0,0,60,35,0,0,0,0,0,0,60,60,45,0,0,0,0,0,0
1510,13,200,3,0,35,30,35,30,25,20,20,20,35,35,0,0,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,55,0,45,20,0,0,20,0,0
1511,103,203,4,0,55,30,65,35,25,20,20,20,35,45,0,0,0,0,194,0,0,0,0,0,0,0,0,50,0,0,0,0,0,75,0,60,50,20,30,25,0,0
1512,13,200,5,0,45,70,40,40,70,25,20,20,80,60,0,0,0,0,0,200,132,0,0,0,0,0,0,0,65,40,0,0,0,90,0,65,50,65,45,45,0,45
1513,32,201,6,0,60,65,45,30,65,25,25,20,50,65,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,45,0,0,0,85,0,65,55,55,50,35,0,30
1514,32,201,3,0,55,65,40,30,70,25,25,25,60,50,0,0,0,103,0,200,0,0,0,0,0,0,45,0,55,0,0,0,0,85,0,70,50,55,45,30,0,0
1515,13,200,8,0,75,70,70,65,60,25,20,20,70,60,0,0,0,0,170,191,199,0,169,0,0,0,0,75,75,75,0,50,0,105,0,75,80,75,75,75,55,65
1516,162,205,6,0,65,65,55,45,65,20,20,20,55,55,0,0,0,0,0,158,160,0,0,0,0,0,0,0,50,50,0,0,0,90,0,70,65,60,55,50,0,45
1517,69,202,3,0,30,45,25,45,35,20,20,20,30,35,0,0,0,29,0,0,0,200,0,133,0,0,20,0,0,0,45,0,30,45,0,35,0,0,0,45,20,35
1518,0,0,8,0,35,25,45,60,45,20,20,20,30,50,0,0,0,0,0,0,0,68,84,74,0,0,0,0,0,0,35,30,35,50,0,45,0,0,0,65,45,55
1519,86,202,9,0,30,45,20,55,60,25,25,25,35,40,0,0,0,0,0,0,0,109,114,198,0,0,0,0,0,0,40,30,55,45,0,40,0,0,0,60,40,55
1520,69,202,9,0,25,35,20,45,60,25,20,25,25,40,0,0,0,0,0,0,0,193,0,131,0,0,0,0,0,0,45,0,35,30,0,30,0,0,0,50,0,45
1521,162,205,8,0,35,55,20,55,65,20,20,20,40,45,0,0,0,126,0,0,0,160,88,92,0,0,45,0,0,0,55,30,35,65,0,60,0,0,0,65,40,60
1522,13,200,9,0,45,50,20,55,70,25,20,25,40,60,0,0,0,0,0,0,0,129,0,200,0,0,0,0,0,0,50,0,65,65,0,65,0,0,0,65,45,65
1523,28,200,1,11,30,60,25,30,30,20,20,20,35,25,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,40,0,25,0,20,0,0
1524,28,200,1,12,35,60,35,20,35,25,20,20,30,50,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,40,0,30,0,0,0,0
1525,140,204,1,11,30,40,20,30,35,20,25,20,30,25,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,20,0,0
1526,120,203,1,12,25,45,20,30,35,20,20,20,25,35,0,200,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,0,30,0,0,0,25,0,0
1527,28,200,1,11,35,50,30,25,30,20,20,20,40,25,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,50,0,25,0,0,0,0
1528,28,200,1,12,30,45,25,45,30,20,20,20,35,20,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,30,0,0
1529,28,200,1,11,40,30,20,35,25,20,20,20,45,25,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,65,0,0,0,0,0,0
1530,28,200,1,12,30,60,30,40,30,20,20,20,25,25,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,30,0,0
1531,81,202,1,11,30,50,20,35,25,20,20,25,30,35,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,25,0,0
1532,0,0,1,11,30,55,30,40,25,20,20,20,30,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,25,0,35,0,0
1533,68,202,1,13,35,55,20,25,25,20,20,20,25,45,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,0,0,0
1534,42,201,1,12,30,45,25,25,40,20,25,20,35,35,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,50,0,20,0,0,0,0
1535,167,205,1,12,30,55,20,45,35,20,20,20,30,40,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,45,20,35
1536,140,204,2,0,35,65,25,35,65,70,50,50,30,45,0,0,164,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,60,55,50,0,35,0,35,0,35
1537,0,0,2,0,30,35,20,45,35,60,40,65,35,20,0,0,200,0,0,0,0,29,0,0,0,50,0,0,0,0,20,0,0,45,50,40,0,0,0,35,0,25
1538,28,200,3,0,25,30,30,30,30,25,20,20,40,30,0,0,0,194,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,50,0,40,0,0,0,0,0,0
1539,42,201,3,0,50,40,65,30,30,25,20,20,55,50,0,0,0,109,200,128,0,0,0,0,0,0,45,55,30,0,0,0,0,80,0,65,55,35,40,25,0,0
1540,28,200,5,0,45,70,35,40,65,25,25,25,55,50,0,0,0,0,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,80,0,60,35,55,30,45,0,45
1541,80,202,5,0,55,80,75,65,70,20,20,20,70,40,0,0,0,0,175,179,195,0,0,191,0,0,0,60,70,60,0,0,65,95,0,70,65,75,65,70,55,70
1542,80,202,9,0,35,30,60,40,25,20,25,20,60,50,0,0,0,0,200,0,0,0,0,59,0,0,0,40,0,0,0,0,0,75,0,60,40,20,0,35,0,20
1543,80,202,5,0,40,70,40,45,70,20,20,20,50,50,0,0,0,0,118,199,0,0,0,0,0,0,0,30,50,0,0,0,0,75,0,60,35,50,0,50,0,50
1544,167,205,4,0,55,30,60,40,25,20,20,20,35,65,0,0,0,0,164,0,0,0,0,0,0,0,0,45,0,0,0,0,0,75,0,60,50,25,30,40,0,25
1545,167,205,7,0,30,40,20,45,50,20,20,20,30,45,0,0,0,0,0,0,0,164,0,115,0,0,0,0,0,0,45,0,35,45,0,40,0,0,0,50,25,40
1546,120,203,7,0,45,35,40,50,35,20,20,20,40,55,0,0,0,0,0,0,0,150,194,189,0,0,0,0,0,0,40,25,40,70,0,55,35,20,20,50,25,40
1547,167,205,9,0,25,55,20,50,65,20,20,20,20,40,0,0,0,0,0,0,0,112,0,120,0,0,0,0,0,0,40,0,40,35,0,30,0,0,0,55,30,50
1548,167,205,8,0,50,35,20,60,45,20,20,20,40,55,0,0,0,0,0,0,0,91,160,78,0,0,0,0,0,0,40,40,35,70,0,60,0,0,0,60,45,55
1549,60,201,9,0,35,25,25,45,40,20,25,20,30,50,0,0,0,0,0,0,0,194,0,108,0,0,0,0,0,0,45,0,30,45,0,40,0,0,0,45,20,40
1550,28,200,1,12,40,55,20,25,30,25,20,25,30,25,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,45,0,20,0,0,0,0
1551,67,202,1,12,45,40,35,35,35,25,20,20,20,60,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,0,0,35,0,25
1552,25,200,1,12,35,50,20,35,50,25,25,20,35,20,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,25,0,30,0,20
1553,25,200,1,11,35,50,30,25,25,25,20,20,35,45,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,25,0,0,0,0
1554,67,202,1,11,30,45,20,40,35,20,20,20,35,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,35,0,25
1555,33,201,1,12,35,55,45,30,35,20,20,20,30,25,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,20,30,0,0,0,0
1556,25,200,1,12,30,55,20,45,50,20,20,20,40,35,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,45,0,0,0,45,0,40
1557,33,201,1,12,45,50,35,35,35,20,25,20,30,50,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,45,0,20,0,30,0,25
1558,175,205,1,13,35,65,25,35,30,20,20,20,35,25,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,45,0,35,0,20,0,0
1559,33,201,1,13,30,45,25,35,35,20,20,20,30,35,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,35,0,0,0,25,0,0
1560,25,200,1,12,30,60,30,35,35,20,20,20,30,25,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,25,0,20,0,0
1561,33,201,1,12,30,45,20,35,40,20,20,20,35,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,30,0,20
1562,67,202,1,12,45,45,20,25,25,20,20,20,30,35,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,55,0,0,0,0,0,0
1563,175,205,1,11,30,40,35,30,25,20,20,20,25,45,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,35,0,0,0,25,0,0
1564,25,200,2,0,30,60,25,30,60,75,60,60,30,25,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,50,65,40,0,0,0,25,0,0
1565,25,200,2,0,30,40,25,40,40,50,65,65,50,35,0,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,65,60,50,0,0,0,35,0,30
1566,33,201,3,0,30,30,30,25,35,20,25,20,45,60,0,0,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,55,0,50,0,0,0,0,0,0
1567,109,203,4,0,60,40,55,30,30,25,20,20,40,45,0,0,0,0,184,154,125,0,0,0,0,0,0,50,30,30,0,0,0,80,0,65,55,35,40,25,0,0
1568,33,201,5,0,60,75,50,40,70,20,20,20,55,50,0,0,0,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,90,0,75,55,65,55,45,0,45
1569,0,0,4,0,65,65,70,55,50,20,20,20,35,30,0,0,0,0,121,133,198,0,0,181,0,0,0,45,40,50,0,0,40,80,0,65,60,50,50,55,30,45
1570,25,200,5,0,45,65,45,40,55,20,20,20,50,40,0,0,0,0,162,200,130,0,0,120,0,0,0,35,50,30,0,0,30,80,0,65,40,50,35,40,0,40
1571,25,200,4,0,65,70,70,60,65,20,20,20,60,55,0,0,0,0,186,149,167,0,0,0,0,0,0,65,55,55,0,0,0,95,0,75,70,65,60,70,45,65
1572,109,203,6,0,60,60,50,50,50,20,20,20,60,50,0,0,0,147,187,194,182,171,0,103,0,0,55,55,55,45,50,0,35,90,0,65,60,55,50,55,30,45
1573,33,201,9,0,30,35,20,40,50,20,20,25,30,55,0,0,0,0,0,0,0,198,0,115,0,0,0,0,0,0,45,0,30,40,0,40,0,0,0,45,0,40
1574,25,200,9,0,35,45,35,65,55,20,25,20,30,55,0,0,0,178,0,0,0,151,200,189,0,0,40,0,0,0,60,50,60,55,0,45,0,25,0,70,50,60
1575,67,202,9,0,25,50,20,55,65,20,20,25,20,50,0,0,0,0,0,0,0,77,0,200,0,0,0,0,0,0,35,0,60,35,0,30,0,0,0,65,45,60
1576,139,204,9,0,40,40,35,45,40,20,20,20,40,65,0,0,0,0,0,0,0,184,0,30,0,0,0,0,0,0,45,0,20,65,0,55,30,20,0,45,0,40
1577,109,203,3,0,40,40,20,45,40,20,20,20,35,40,0,0,0,133,0,0,0,194,0,171,0,0,45,0,0,0,40,0,30,60,0,55,0,0,0,40,0,35
1578,25,200,1,12,35,50,20,35,30,20,20,20,25,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,35,0,0,0,25,0,0
1579,4,200,1,11,25,35,20,25,50,20,20,20,35,25,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,35,0,0,0,0,0,0
1580,4,200,1,11,40,55,20,30,35,25,20,20,30,65,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,45,0,0,0,30,0,25
1581,4,200,1,12,30,45,20,40,30,20,20,25,20,30,0,200,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,0,30,0,0,0,30,0,0
1582,4,200,1,12,30,60,20,35,45,20,20,25,35,30,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,25,0,30,0,25
1583,73,202,1,12,30,50,30,40,35,25,20,20,20,35,0,200,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,0,30,0,0,0,35,0,25
1584,43,201,1,12,35,35,25,30,25,25,20,20,35,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,20,0,0
1585,166,205,1,13,30,55,20,35,40,20,20,20,25,30,0,200,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,0,30,0,0,0,25,0,0
1586,73,202,1,12,35,50,20,35,30,20,20,20,40,45,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,45,0,0,0,30,0,0
1587,4,200,1,12,30,60,25,30,35,20,20,20,35,40,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,30,0,20,0,0
1588,73,202,1,12,30,50,20,35,35,20,20,20,55,30,0,200,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,70,0,55,0,0,0,30,0,20
1589,0,0,1,12,35,50,20,35,30,20,20,20,35,30,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,55,0,0,0,30,0,0
1590,96,203,1,12,30,65,20,25,45,20,20,25,25,35,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,0,0,0
1591,4,200,1,12,40,45,30,40,35,20,20,25,25,40,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,0,0,35,0,25
1592,73,202,2,0,35,45,25,30,30,55,40,65,50,20,0,0,200,0,0,0,0,0,6,0,0,50,0,0,0,0,0,0,0,70,50,50,20,30,0,0,0,0
1593,0,0,2,0,35,65,30,60,65,70,65,40,45,35,0,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,65,55,50,25,40,0,65,45,60
1594,85,202,3,0,30,25,20,25,20,20,20,20,35,30,0,0,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,45,0,40,0,0,0,0,0,0
1595,4,200,4,0,55,35,50,25,25,20,20,20,55,60,0,0,0,80,199,0,0,0,0,0,0,0,40,50,0,0,0,0,0,80,0,70,55,30,35,0,0,0
1596,43,201,5,0,55,70,45,35,65,20,20,20,50,60,0,0,0,122,0,200,0,0,0,0,0,0,50,0,55,0,0,0,0,85,0,70,50,55,45,40,0,40
1597,4,200,3,0,65,75,70,55,70,20,20,20,70,60,0,0,0,200,39,0,198,0,0,0,0,0,75,30,0,70,0,0,0,105,0,75,75,75,70,65,40,60
1598,4,200,6,0,80,65,70,35,70,20,20,20,65,60,0,0,0,0,0,93,200,0,0,0,0,0,0,0,45,75,0,0,0,110,0,80,85,75,75,45,0,45
1599,4,200,4,0,55,60,55,45,50,20,20,25,60,50,0,0,0,0,200,133,196,0,0,161,0,0,0,55,45,50,0,0,40,90,0,60,55,55,50,50,25,45
1600,43,201,4,0,65,60,55,30,65,20,20,20,55,40,0,0,0,0,153,0,200,0,0,0,0,0,0,55,0,55,0,0,0,90,0,75,65,55,55,30,0,0
1601,96,203,9,0,40,30,35,50,50,20,20,20,30,45,0,0,0,190,0,0,0,194,0,184,0,0,45,0,0,0,50,0,40,50,0,50,0,0,0,50,25,45
1602,4,200,8,0,55,45,50,65,60,20,25,20,45,60,0,0,0,0,0,0,0,131,200,150,0,0,0,0,0,0,55,60,55,80,0,65,50,40,40,75,60,70
1603,4,200,7,0,35,45,20,55,55,25,25,25,35,60,0,0,0,0,0,0,0,195,194,197,0,0,0,0,0,0,60,35,50,55,0,40,0,0,0,60,35,55
1604,4,200,9,0,35,50,30,55,65,20,20,25,35,60,0,0,0,0,0,0,0,149,186,200,0,0,0,0,0,0,50,40,60,55,0,50,0,25,0,65,40,60
1605,4,200,7,0,55,60,50,65,65,20,20,20,50,55,0,0,0,0,0,0,0,125,200,150,0,0,0,0,0,0,55,55,55,85,0,65,55,50,45,75,55,70
1606,96,203,3,0,50,70,45,40,70,20,20,20,50,55,0,0,0,111,52,197,0,0,0,0,0,0,45,25,55,0,0,0,0,80,0,65,50,55,45,45,0,45
1607,158,205,1,12,30,45,30,30,25,20,20,20,30,30,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,0,0,0
1608,99,203,1,12,30,55,30,40,20,20,20,20,35,25,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,35,0,30,0,30,0,0
1609,99,203,1,11,30,45,20,25,30,25,20,20,45,30,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,50,0,0,0,0,0,0
1610,27,200,1,12,30,45,20,30,30,25,20,20,35,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,35,0,0,0,25,0,0
1611,83,202,1,11,40,60,20,40,25,20,20,20,35,25,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,50,0,0,0,25,0,0
1612,39,201,1,12,30,50,20,35,30,20,20,20,25,25,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,20,0,0
1613,27,200,1,12,30,60,20,30,30,20,20,20,30,35,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,25,0,0,0,0
1614,83,202,1,12,30,40,25,60,40,20,20,20,35,55,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,35,0,0,0,60,45,50
